ShipmentID,OrderID,WarehouseID,Carrier,ServiceLevel,PromisedDate,ShipDate,DeliveryDate,ShipCost$,DeliveryStatus
SH018759,O018759,W04,DHL,Std,2025-11-27,2025-11-22,2025-11-29,4.61,Late
SH018760,O018760,W02,DHL,Std,2025-12-06,2025-12-02,2025-12-09,5.52,Late
SH018761,O018761,W02,FedEx,Expedited,2025-12-25,2025-12-24,2025-12-27,16.45,Late
SH018762,O018762,W01,UPS,Std,2026-01-05,2026-01-02,2026-01-08,11.57,Late
SH018763,O018763,W04,DHL,Std,2025-12-23,2025-12-20,2025-12-25,9.71,Late
SH018764,O018764,W03,USPS,Overnight,2025-12-12,2025-12-12,2025-12-13,24.28,Late
SH018765,O018765,W05,FedEx,Std,2025-12-11,2025-12-07,2025-12-12,10.58,Late
SH018766,O018766,W04,FedEx,Std,2025-12-03,2025-11-29,2025-12-04,9.82,Late
SH018767,O018767,W03,USPS,Std,2025-12-10,2025-12-06,2025-12-11,5.34,Late
SH018768,O018768,W04,DHL,Std,2025-11-10,2025-11-07,2025-11-12,10.41,Late
SH018769,O018769,W01,FedEx,Std,2025-12-30,2025-12-26,2026-01-02,6.44,Late
SH018770,O018770,W05,DHL,Std,2025-12-30,2025-12-27,2026-01-01,6.56,Late
SH018771,O018771,W01,DHL,Std,2025-12-03,2025-11-29,2025-12-05,6.45,Late
SH018772,O018772,W04,USPS,Std,2025-12-28,2025-12-25,2025-12-29,9.39,Late
SH018773,O018773,W01,DHL,Std,2025-12-30,2025-12-25,2025-12-31,9.06,Late
SH018774,O018774,W01,UPS,Expedited,2025-12-01,2025-11-29,2025-12-01,9.91,OnTime
SH018775,O018775,W01,FedEx,Expedited,2025-12-22,2025-12-20,2025-12-23,17.68,Late
SH018776,O018776,W04,FedEx,Std,2025-12-06,2025-12-03,2025-12-07,7.55,Late
SH018777,O018777,W05,FedEx,Std,2025-12-26,2025-12-21,2025-12-25,4.58,OnTime
SH018778,O018778,W04,USPS,Std,2025-12-01,2025-11-28,2025-12-03,6.03,Late
SH018779,O018779,W01,FedEx,Std,2025-12-19,2025-12-15,2025-12-22,9.15,Late
SH018780,O018780,W05,USPS,Std,2025-12-01,2025-11-26,2025-12-03,5.1,Late
SH018781,O018781,W01,DHL,Std,2025-12-04,2025-11-29,2025-12-06,6.73,Late
SH018782,O018782,W01,DHL,Std,2025-12-29,2025-12-24,2025-12-31,5.5,Late
SH018783,O018783,W04,FedEx,Std,2025-12-28,2025-12-24,2025-12-30,10.71,Late
SH018784,O018784,W05,DHL,Overnight,2025-12-17,2025-12-18,2025-12-19,34.19,Late
SH018785,O018785,W01,USPS,Std,2025-12-03,2025-11-29,2025-12-03,11.26,OnTime
SH018786,O018786,W05,FedEx,Expedited,2026-01-05,2026-01-02,2026-01-04,16.25,OnTime
SH018787,O018787,W04,DHL,Std,2025-11-21,2025-11-17,2025-11-21,11.65,OnTime
SH018788,O018788,W04,DHL,Expedited,2025-11-09,2025-11-07,2025-11-09,13.2,OnTime
SH018789,O018789,W01,FedEx,Overnight,2025-12-02,2025-12-01,2025-12-02,26.83,OnTime
SH018790,O018790,W03,UPS,Expedited,2025-12-01,2025-11-28,2025-11-30,19.3,OnTime
SH018791,O018791,W05,USPS,Std,2025-11-29,2025-11-24,2025-11-29,4.15,OnTime
SH018792,O018792,W05,DHL,Std,2025-12-29,2025-12-25,2026-01-02,6.64,Late
SH018793,O018793,W01,UPS,Std,2025-11-10,2025-11-07,2025-11-14,9.04,Late
SH018794,O018794,W01,UPS,Std,2025-11-06,2025-11-03,2025-11-07,9.77,Late
SH018795,O018795,W03,UPS,Expedited,2025-12-15,2025-12-14,2025-12-16,19.42,Late
SH018796,O018796,W03,DHL,Expedited,2025-12-04,2025-12-01,2025-12-04,10.0,OnTime
SH018797,O018797,W05,DHL,Expedited,2025-12-04,2025-12-01,2025-12-03,19.08,OnTime
SH018798,O018798,W03,DHL,Expedited,2025-12-01,2025-11-28,2025-12-01,10.03,OnTime
SH018799,O018799,W03,DHL,Expedited,2025-12-01,2025-11-28,2025-12-01,9.77,OnTime
SH018800,O018800,W05,USPS,Std,2025-12-27,2025-12-22,2025-12-29,8.61,Late
SH018801,O018801,W02,FedEx,Overnight,2025-12-12,2025-12-12,2025-12-13,29.36,Late
SH018802,O018802,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-03,7.18,OnTime
SH018803,O018803,W01,DHL,BOPIS,2025-12-30,2025-12-30,2025-12-30,0.0,OnTime
SH018804,O018804,W03,USPS,Std,2025-12-03,2025-11-30,2025-12-04,5.44,Late
SH018805,O018805,W02,USPS,Std,2025-11-16,2025-11-13,2025-11-20,6.0,Late
SH018806,O018806,W05,DHL,Overnight,2025-12-25,2025-12-24,2025-12-25,32.11,OnTime
SH018807,O018807,W02,UPS,Std,2025-12-03,2025-11-29,2025-12-05,7.26,Late
SH018808,O018808,W03,FedEx,Std,2025-12-03,2025-11-30,2025-12-07,8.41,Late
SH018809,O018809,W02,UPS,Std,2025-12-25,2025-12-21,2025-12-25,10.93,OnTime
SH018810,O018810,W03,FedEx,Expedited,2025-12-22,2025-12-21,2025-12-24,15.86,Late
SH018811,O018811,W03,FedEx,Std,2025-12-06,2025-12-02,2025-12-09,11.01,Late
SH018812,O018812,W02,FedEx,Expedited,2025-11-27,2025-11-24,2025-11-26,17.43,OnTime
SH018813,O018813,W01,DHL,Overnight,2025-11-02,2025-11-03,2025-11-04,30.51,Late
SH018814,O018814,W02,DHL,Expedited,2025-12-10,2025-12-09,2025-12-12,14.87,Late
SH018815,O018815,W01,USPS,Std,2025-12-05,2025-11-30,2025-12-04,8.38,OnTime
SH018816,O018816,W02,UPS,Std,2025-11-15,2025-11-12,2025-11-16,10.29,Late
SH018817,O018817,W01,UPS,Expedited,2025-12-04,2025-12-02,2025-12-05,18.48,Late
SH018818,O018818,W04,DHL,Std,2025-12-26,2025-12-23,2025-12-28,8.26,Late
SH018819,O018819,W03,FedEx,Std,2025-11-12,2025-11-07,2025-11-13,11.14,Late
SH018820,O018820,W02,UPS,Expedited,2025-11-17,2025-11-16,2025-11-18,9.0,Late
SH018821,O018821,W03,DHL,Std,2025-12-03,2025-11-30,2025-12-06,5.31,Late
SH018822,O018822,W02,FedEx,Overnight,2025-11-17,2025-11-18,2025-11-19,20.56,Late
SH018823,O018823,W05,FedEx,Expedited,2025-12-04,2025-12-02,2025-12-04,13.85,OnTime
SH018824,O018824,W05,USPS,Overnight,2026-01-01,2026-01-01,2026-01-02,32.3,Late
SH018825,O018825,W03,FedEx,Std,2025-11-28,2025-11-24,2025-11-29,10.5,Late
SH018826,O018826,W04,UPS,Std,2025-12-03,2025-11-30,2025-12-07,5.15,Late
SH018827,O018827,W03,DHL,Expedited,2026-01-03,2026-01-02,2026-01-05,18.6,Late
SH018828,O018828,W03,FedEx,Std,2025-12-29,2025-12-24,2025-12-28,6.58,OnTime
SH018829,O018829,W03,UPS,Std,2025-12-26,2025-12-21,2025-12-26,6.61,OnTime
SH018830,O018830,W04,FedEx,Std,2025-12-06,2025-12-02,2025-12-07,7.37,Late
SH018831,O018831,W05,FedEx,Std,2025-12-06,2025-12-01,2025-12-08,8.48,Late
SH018832,O018832,W01,FedEx,Std,2025-11-20,2025-11-16,2025-11-22,5.45,Late
SH018833,O018833,W03,USPS,Std,2025-12-26,2025-12-23,2025-12-29,5.79,Late
SH018834,O018834,W01,DHL,Expedited,2025-11-08,2025-11-06,2025-11-09,13.95,Late
SH018835,O018835,W02,UPS,Expedited,2025-12-26,2025-12-25,2025-12-29,15.26,Late
SH018836,O018836,W04,UPS,Std,2025-11-09,2025-11-04,2025-11-09,5.31,OnTime
SH018837,O018837,W03,UPS,Std,2025-12-04,2025-11-30,2025-12-07,9.7,Late
SH018838,O018838,W01,USPS,Std,2025-11-16,2025-11-13,2025-11-17,11.16,Late
SH018839,O018839,W05,DHL,Std,2025-12-09,2025-12-05,2025-12-11,4.96,Late
SH018840,O018840,W03,FedEx,Std,2025-12-25,2025-12-22,2025-12-28,9.35,Late
SH018841,O018841,W02,FedEx,Std,2025-12-01,2025-11-28,2025-12-05,6.5,Late
SH018842,O018842,W05,USPS,Std,2025-12-03,2025-11-28,2025-12-04,10.86,Late
SH018843,O018843,W03,FedEx,Expedited,2025-12-04,2025-12-03,2025-12-06,17.17,Late
SH018844,O018844,W04,DHL,Expedited,2025-11-09,2025-11-07,2025-11-09,12.63,OnTime
SH018845,O018845,W04,USPS,Std,2025-12-27,2025-12-24,2025-12-29,6.46,Late
SH018846,O018846,W01,USPS,Std,2025-11-29,2025-11-26,2025-12-03,6.09,Late
SH018847,O018847,W02,USPS,Expedited,2025-12-04,2025-12-01,2025-12-04,14.5,OnTime
SH018848,O018848,W04,UPS,Std,2025-12-01,2025-11-26,2025-11-30,11.31,OnTime
SH018849,O018849,W01,FedEx,Overnight,2025-11-12,2025-11-13,2025-11-14,34.39,Late
SH018850,O018850,W04,DHL,Std,2025-12-29,2025-12-24,2026-01-02,8.42,Late
SH018851,O018851,W03,FedEx,Std,2025-11-18,2025-11-15,2025-11-19,4.66,Late
SH018852,O018852,W01,UPS,Std,2025-12-06,2025-12-02,2025-12-07,8.64,Late
SH018853,O018853,W04,DHL,Std,2025-12-01,2025-11-27,2025-12-03,5.34,Late
SH018854,O018854,W05,DHL,Std,2025-12-01,2025-11-26,2025-12-01,5.15,OnTime
SH018855,O018855,W05,FedEx,Std,2026-01-04,2025-12-31,2026-01-06,11.88,Late
SH018856,O018856,W01,FedEx,Expedited,2025-11-19,2025-11-16,2025-11-19,12.8,OnTime
SH018857,O018857,W05,FedEx,Std,2025-12-30,2025-12-27,2026-01-01,6.85,Late
SH018858,O018858,W02,FedEx,Expedited,2025-11-22,2025-11-21,2025-11-24,9.35,Late
SH018859,O018859,W05,FedEx,Std,2025-12-06,2025-12-01,2025-12-08,4.09,Late
SH018860,O018860,W02,USPS,Std,2025-11-16,2025-11-11,2025-11-16,6.43,OnTime
SH018861,O018861,W03,FedEx,Std,2025-11-30,2025-11-27,2025-12-02,11.07,Late
SH018862,O018862,W01,DHL,Expedited,2025-12-08,2025-12-07,2025-12-10,14.99,Late
SH018863,O018863,W01,USPS,Overnight,2025-11-24,2025-11-23,2025-11-24,27.13,OnTime
SH018864,O018864,W03,DHL,Std,2025-11-22,2025-11-19,2025-11-25,11.1,Late
SH018865,O018865,W03,DHL,Expedited,2025-12-21,2025-12-19,2025-12-22,14.79,Late
SH018866,O018866,W05,FedEx,Std,2025-11-20,2025-11-17,2025-11-24,5.28,Late
SH018867,O018867,W04,DHL,Expedited,2025-12-15,2025-12-12,2025-12-15,12.19,OnTime
SH018868,O018868,W02,DHL,Std,2025-11-30,2025-11-26,2025-12-02,4.1,Late
SH018869,O018869,W05,UPS,Expedited,2025-12-16,2025-12-15,2025-12-18,13.83,Late
SH018870,O018870,W02,FedEx,Std,2025-11-20,2025-11-17,2025-11-21,11.8,Late
SH018871,O018871,W02,DHL,Expedited,2025-12-01,2025-11-29,2025-12-02,12.48,Late
SH018872,O018872,W02,UPS,Std,2026-01-01,2025-12-29,2026-01-02,4.67,Late
SH018873,O018873,W04,USPS,Std,2025-12-04,2025-12-01,2025-12-05,4.05,Late
SH018874,O018874,W04,USPS,Expedited,2025-11-23,2025-11-20,2025-11-23,19.38,OnTime
SH018875,O018875,W01,FedEx,Expedited,2025-12-04,2025-12-03,2025-12-05,11.34,Late
SH018876,O018876,W02,DHL,Std,2025-11-23,2025-11-18,2025-11-23,5.27,OnTime
SH018877,O018877,W02,DHL,Expedited,2025-12-17,2025-12-16,2025-12-19,9.09,Late
SH018878,O018878,W01,FedEx,Expedited,2025-12-20,2025-12-17,2025-12-20,16.4,OnTime
SH018879,O018879,W01,UPS,Expedited,2025-12-30,2025-12-28,2025-12-30,16.6,OnTime
SH018880,O018880,W04,USPS,Expedited,2025-12-09,2025-12-07,2025-12-09,19.82,OnTime
SH018881,O018881,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-04,10.8,Late
SH018882,O018882,W02,DHL,Std,2025-11-29,2025-11-25,2025-12-02,9.41,Late
SH018883,O018883,W01,DHL,Std,2025-11-23,2025-11-20,2025-11-25,4.35,Late
SH018884,O018884,W04,USPS,Expedited,2025-12-04,2025-12-01,2025-12-03,12.76,OnTime
SH018885,O018885,W03,USPS,Std,2026-01-03,2025-12-29,2026-01-03,4.59,OnTime
SH018886,O018886,W03,UPS,Expedited,2025-12-04,2025-12-01,2025-12-04,16.19,OnTime
SH018887,O018887,W01,UPS,Std,2025-11-12,2025-11-07,2025-11-13,6.52,Late
SH018888,O018888,W02,UPS,Std,2025-11-13,2025-11-08,2025-11-12,7.63,OnTime
SH018889,O018889,W02,USPS,Expedited,2025-11-09,2025-11-07,2025-11-10,18.28,Late
SH018890,O018890,W03,UPS,Std,2025-12-03,2025-11-28,2025-12-02,10.7,OnTime
SH018891,O018891,W03,DHL,Std,2026-01-02,2025-12-28,2026-01-04,10.03,Late
SH018892,O018892,W03,DHL,Std,2025-11-14,2025-11-09,2025-11-15,7.12,Late
SH018893,O018893,W04,DHL,Std,2025-12-10,2025-12-05,2025-12-12,9.56,Late
SH018894,O018894,W02,UPS,Std,2025-11-09,2025-11-04,2025-11-09,8.44,OnTime
SH018895,O018895,W02,FedEx,Std,2025-11-09,2025-11-06,2025-11-11,5.59,Late
SH018896,O018896,W05,UPS,Expedited,2025-12-01,2025-11-28,2025-12-01,13.18,OnTime
SH018897,O018897,W02,DHL,Std,2025-12-09,2025-12-05,2025-12-11,11.36,Late
SH018898,O018898,W01,DHL,Std,2026-01-04,2026-01-01,2026-01-07,8.85,Late
SH018899,O018899,W02,DHL,Std,2025-12-27,2025-12-24,2025-12-29,11.65,Late
SH018900,O018900,W01,UPS,Std,2025-11-18,2025-11-14,2025-11-20,4.98,Late
SH018901,O018901,W04,DHL,BOPIS,2025-12-29,2025-12-31,2025-12-31,0.0,Late
SH018902,O018902,W05,FedEx,Std,2026-01-02,2025-12-29,2026-01-04,5.49,Late
SH018903,O018903,W01,USPS,Std,2025-12-03,2025-11-28,2025-12-05,4.24,Late
SH018904,O018904,W01,FedEx,BOPIS,2025-11-01,2025-11-03,2025-11-03,0.0,Late
SH018905,O018905,W04,UPS,Std,2025-11-28,2025-11-23,2025-11-29,6.16,Late
SH018906,O018906,W04,FedEx,Expedited,2025-12-17,2025-12-15,2025-12-17,14.96,OnTime
SH018907,O018907,W05,FedEx,Std,2025-11-29,2025-11-24,2025-11-30,6.66,Late
SH018908,O018908,W02,UPS,Overnight,2025-11-16,2025-11-17,2025-11-18,21.27,Late
SH018909,O018909,W03,USPS,Expedited,2025-12-01,2025-11-28,2025-11-30,9.1,OnTime
SH018910,O018910,W05,UPS,Overnight,2025-11-30,2025-12-01,2025-12-02,28.92,Late
SH018911,O018911,W02,DHL,Expedited,2025-11-11,2025-11-09,2025-11-12,13.82,Late
SH018912,O018912,W01,USPS,Expedited,2025-11-29,2025-11-27,2025-11-30,14.03,Late
SH018913,O018913,W04,USPS,Expedited,2025-12-04,2025-12-03,2025-12-06,15.88,Late
SH018914,O018914,W02,UPS,Std,2025-11-14,2025-11-11,2025-11-18,6.79,Late
SH018915,O018915,W02,DHL,Expedited,2025-12-28,2025-12-25,2025-12-28,12.16,OnTime
SH018916,O018916,W05,UPS,Expedited,2025-12-04,2025-12-03,2025-12-05,19.61,Late
SH018917,O018917,W03,FedEx,Expedited,2025-11-08,2025-11-07,2025-11-10,11.07,Late
SH018918,O018918,W02,DHL,Std,2025-12-03,2025-11-29,2025-12-04,11.25,Late
SH018919,O018919,W01,UPS,Std,2025-12-06,2025-12-03,2025-12-09,5.37,Late
SH018920,O018920,W01,FedEx,Expedited,2025-11-07,2025-11-06,2025-11-09,11.41,Late
SH018921,O018921,W01,FedEx,Std,2025-12-25,2025-12-21,2025-12-25,4.2,OnTime
SH018922,O018922,W02,FedEx,BOPIS,2026-01-03,2026-01-03,2026-01-03,0.0,OnTime
SH018923,O018923,W02,FedEx,Overnight,2025-12-14,2025-12-13,2025-12-14,34.98,OnTime
SH018924,O018924,W04,USPS,Expedited,2025-12-26,2025-12-23,2025-12-25,19.55,OnTime
SH018925,O018925,W05,FedEx,Std,2025-12-13,2025-12-09,2025-12-16,10.23,Late
SH018926,O018926,W04,UPS,Std,2025-12-16,2025-12-12,2025-12-18,7.39,Late
SH018927,O018927,W03,FedEx,Expedited,2025-12-05,2025-12-04,2025-12-06,14.38,Late
SH018928,O018928,W03,DHL,Std,2026-01-06,2026-01-01,2026-01-07,10.73,Late
SH018929,O018929,W01,DHL,Expedited,2025-12-27,2025-12-25,2025-12-30,13.56,Late
SH018930,O018930,W04,UPS,Expedited,2025-12-04,2025-12-03,2025-12-06,12.3,Late
SH018931,O018931,W04,DHL,Std,2025-12-27,2025-12-24,2025-12-31,7.04,Late
SH018932,O018932,W05,FedEx,Expedited,2025-12-24,2025-12-23,2025-12-29,19.29,Late
SH018933,O018933,W03,DHL,BOPIS,2025-12-27,2025-12-28,2025-12-28,0.0,Late
SH018934,O018934,W01,DHL,Std,2025-11-11,2025-11-06,2025-11-13,11.01,Late
SH018935,O018935,W02,DHL,BOPIS,2025-11-28,2025-11-29,2025-11-29,0.0,Late
SH018936,O018936,W04,USPS,Std,2025-11-08,2025-11-03,2025-11-10,8.81,Late
SH018937,O018937,W03,FedEx,Std,2025-11-30,2025-11-26,2025-12-01,10.11,Late
SH018938,O018938,W01,FedEx,Std,2026-01-08,2026-01-04,2026-01-09,4.86,Late
SH018939,O018939,W02,USPS,Overnight,2025-12-18,2025-12-18,2025-12-19,29.64,Late
SH018940,O018940,W02,DHL,Std,2025-12-06,2025-12-02,2025-12-09,11.59,Late
SH018941,O018941,W05,USPS,Expedited,2025-12-18,2025-12-15,2025-12-18,17.62,OnTime
SH018942,O018942,W01,USPS,Std,2025-11-21,2025-11-18,2025-11-25,8.4,Late
SH018943,O018943,W05,FedEx,Std,2025-11-11,2025-11-07,2025-11-12,11.46,Late
SH018944,O018944,W03,UPS,Std,2025-12-29,2025-12-25,2026-01-01,6.22,Late
SH018945,O018945,W01,DHL,Std,2025-12-22,2025-12-17,2025-12-21,11.35,OnTime
SH018946,O018946,W05,DHL,Std,2025-12-23,2025-12-20,2025-12-26,8.16,Late
SH018947,O018947,W04,USPS,Std,2025-12-17,2025-12-12,2025-12-18,9.48,Late
SH018948,O018948,W01,DHL,Std,2025-11-13,2025-11-08,2025-11-15,11.2,Late
SH018949,O018949,W05,USPS,Std,2025-11-24,2025-11-20,2025-11-25,9.76,Late
SH018950,O018950,W04,FedEx,Overnight,2025-11-26,2025-11-25,2025-11-26,26.38,OnTime
SH018951,O018951,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-03,4.6,OnTime
SH018952,O018952,W01,USPS,Std,2025-12-14,2025-12-09,2025-12-14,10.33,OnTime
SH018953,O018953,W05,DHL,Std,2025-12-08,2025-12-03,2025-12-07,8.67,OnTime
SH018954,O018954,W01,FedEx,BOPIS,2025-11-28,2025-11-30,2025-11-30,0.0,Late
SH018955,O018955,W02,DHL,Std,2025-11-06,2025-11-02,2025-11-09,5.91,Late
SH018956,O018956,W03,USPS,Std,2026-01-08,2026-01-04,2026-01-08,7.6,OnTime
SH018957,O018957,W03,DHL,BOPIS,2025-12-23,2025-12-24,2025-12-24,0.0,Late
SH018958,O018958,W05,UPS,Expedited,2025-12-24,2025-12-22,2025-12-25,18.24,Late
SH018959,O018959,W01,UPS,Std,2025-11-12,2025-11-08,2025-11-13,9.67,Late
SH018960,O018960,W02,DHL,Std,2025-11-26,2025-11-23,2025-11-27,7.12,Late
SH018961,O018961,W02,DHL,Std,2025-11-15,2025-11-12,2025-11-19,7.18,Late
SH018962,O018962,W04,UPS,Std,2025-11-11,2025-11-06,2025-11-13,11.03,Late
SH018963,O018963,W02,FedEx,Overnight,2025-12-02,2025-12-02,2025-12-03,26.12,Late
SH018964,O018964,W02,USPS,Std,2025-12-18,2025-12-15,2025-12-20,5.5,Late
SH018965,O018965,W05,FedEx,Expedited,2025-11-15,2025-11-12,2025-11-15,12.54,OnTime
SH018966,O018966,W02,UPS,Overnight,2025-12-07,2025-12-08,2025-12-09,22.26,Late
SH018967,O018967,W01,USPS,Std,2025-12-18,2025-12-14,2025-12-20,4.6,Late
SH018968,O018968,W02,UPS,Expedited,2025-12-27,2025-12-24,2025-12-26,18.6,OnTime
SH018969,O018969,W03,USPS,Std,2025-12-17,2025-12-13,2025-12-17,4.04,OnTime
SH018970,O018970,W04,FedEx,Std,2025-11-28,2025-11-24,2025-11-28,10.45,OnTime
SH018971,O018971,W03,DHL,Std,2025-12-06,2025-12-01,2025-12-08,4.7,Late
SH018972,O018972,W04,DHL,Overnight,2025-11-16,2025-11-17,2025-11-18,33.71,Late
SH018973,O018973,W01,UPS,Std,2025-12-24,2025-12-19,2025-12-23,6.06,OnTime
SH018974,O018974,W04,USPS,Std,2025-12-03,2025-11-29,2025-12-04,5.08,Late
SH018975,O018975,W03,UPS,Expedited,2025-12-04,2025-12-02,2025-12-05,11.23,Late
SH018976,O018976,W03,FedEx,Expedited,2025-12-01,2025-11-29,2025-12-01,13.15,OnTime
SH018977,O018977,W04,FedEx,Std,2026-01-08,2026-01-05,2026-01-11,4.68,Late
SH018978,O018978,W05,USPS,Std,2025-12-06,2025-12-02,2025-12-08,7.13,Late
SH018979,O018979,W04,FedEx,Std,2025-12-03,2025-11-30,2025-12-04,4.68,Late
SH018980,O018980,W04,UPS,Std,2026-01-04,2026-01-01,2026-01-05,7.6,Late
SH018981,O018981,W05,USPS,Std,2025-12-01,2025-11-28,2025-12-05,10.36,Late
SH018982,O018982,W03,USPS,Expedited,2025-12-01,2025-11-28,2025-11-30,16.7,OnTime
SH018983,O018983,W04,DHL,Std,2025-12-20,2025-12-17,2025-12-21,6.12,Late
SH018984,O018984,W05,FedEx,Expedited,2025-11-16,2025-11-13,2025-11-16,17.67,OnTime
SH018985,O018985,W02,UPS,Std,2026-01-10,2026-01-06,2026-01-13,6.49,Late
SH018986,O018986,W03,UPS,Expedited,2025-12-31,2025-12-30,2026-01-02,18.92,Late
SH018987,O018987,W03,DHL,Overnight,2025-11-29,2025-11-29,2025-11-30,23.28,Late
SH018988,O018988,W01,FedEx,Overnight,2025-11-30,2025-11-29,2025-11-30,30.16,OnTime
SH018989,O018989,W05,DHL,Std,2025-12-30,2025-12-26,2026-01-01,11.42,Late
SH018990,O018990,W03,UPS,Expedited,2025-11-16,2025-11-13,2025-11-16,18.46,OnTime
SH018991,O018991,W05,FedEx,Std,2025-12-03,2025-11-29,2025-12-04,4.91,Late
SH018992,O018992,W04,USPS,Std,2025-12-19,2025-12-16,2025-12-23,7.72,Late
SH018993,O018993,W05,UPS,Expedited,2025-11-22,2025-11-20,2025-11-22,18.09,OnTime
SH018994,O018994,W02,DHL,Std,2025-12-03,2025-11-28,2025-12-03,7.82,OnTime
SH018995,O018995,W05,USPS,Std,2025-11-22,2025-11-19,2025-11-26,11.13,Late
SH018996,O018996,W01,USPS,Std,2025-12-27,2025-12-22,2025-12-29,11.02,Late
SH018997,O018997,W02,DHL,Std,2025-11-22,2025-11-18,2025-11-22,7.46,OnTime
SH018998,O018998,W01,DHL,Std,2025-12-08,2025-12-04,2025-12-10,11.66,Late
SH018999,O018999,W05,UPS,Std,2025-11-20,2025-11-17,2025-11-22,5.0,Late
SH019000,O019000,W03,USPS,Std,2026-01-01,2025-12-29,2026-01-04,4.41,Late
SH019001,O019001,W02,USPS,Std,2025-12-29,2025-12-24,2025-12-29,8.65,OnTime
SH019002,O019002,W02,DHL,Expedited,2025-11-15,2025-11-13,2025-11-16,17.13,Late
SH019003,O019003,W05,FedEx,Std,2025-12-06,2025-12-02,2025-12-07,4.8,Late
SH019004,O019004,W02,FedEx,Std,2025-12-27,2025-12-23,2025-12-30,9.92,Late
SH019005,O019005,W01,UPS,Expedited,2025-12-27,2025-12-25,2025-12-28,17.25,Late
SH019006,O019006,W02,FedEx,Std,2025-11-29,2025-11-24,2025-12-01,9.23,Late
SH019007,O019007,W01,USPS,Std,2025-11-08,2025-11-03,2025-11-10,6.02,Late
SH019008,O019008,W05,DHL,Std,2025-12-03,2025-11-30,2025-12-05,9.82,Late
SH019009,O019009,W02,FedEx,Expedited,2025-12-27,2025-12-25,2025-12-27,17.97,OnTime
SH019010,O019010,W01,FedEx,Std,2025-11-30,2025-11-27,2025-12-04,11.25,Late
SH019011,O019011,W05,UPS,Std,2025-12-06,2025-12-03,2025-12-09,10.0,Late
SH019012,O019012,W01,USPS,Expedited,2025-12-01,2025-11-29,2025-12-02,12.25,Late
SH019013,O019013,W05,UPS,Std,2025-12-03,2025-11-30,2025-12-05,10.73,Late
SH019014,O019014,W02,USPS,Expedited,2025-12-01,2025-11-30,2025-12-03,19.43,Late
SH019015,O019015,W05,FedEx,BOPIS,2025-12-10,2025-12-12,2025-12-12,0.0,Late
SH019016,O019016,W03,USPS,Expedited,2025-12-24,2025-12-23,2025-12-26,16.12,Late
SH019017,O019017,W03,USPS,Expedited,2025-11-25,2025-11-23,2025-11-26,18.66,Late
SH019018,O019018,W03,UPS,Std,2025-11-13,2025-11-08,2025-11-15,4.65,Late
SH019019,O019019,W03,FedEx,Std,2026-01-10,2026-01-05,2026-01-12,11.48,Late
SH019020,O019020,W02,FedEx,Std,2025-12-05,2025-12-02,2025-12-06,7.12,Late
SH019021,O019021,W05,DHL,Overnight,2025-12-06,2025-12-07,2025-12-08,29.9,Late
SH019022,O019022,W05,DHL,Expedited,2025-11-27,2025-11-24,2025-11-27,18.59,OnTime
SH019023,O019023,W01,FedEx,Overnight,2025-12-23,2025-12-24,2025-12-25,34.78,Late
SH019024,O019024,W01,USPS,Std,2025-12-29,2025-12-24,2025-12-30,6.47,Late
SH019025,O019025,W04,USPS,Std,2026-01-04,2026-01-01,2026-01-07,9.85,Late
SH019026,O019026,W04,USPS,Std,2025-11-21,2025-11-17,2025-11-23,9.37,Late
SH019027,O019027,W04,FedEx,Std,2025-12-06,2025-12-02,2025-12-07,8.31,Late
SH019028,O019028,W05,UPS,Std,2025-12-04,2025-11-30,2025-12-06,5.87,Late
SH019029,O019029,W05,DHL,Std,2025-12-22,2025-12-19,2025-12-23,6.03,Late
SH019030,O019030,W01,FedEx,Std,2025-12-19,2025-12-14,2025-12-18,4.34,OnTime
SH019031,O019031,W03,UPS,Std,2025-11-26,2025-11-22,2025-11-26,8.55,OnTime
SH019032,O019032,W02,DHL,Std,2025-12-12,2025-12-07,2025-12-12,4.38,OnTime
SH019033,O019033,W02,FedEx,Std,2025-11-30,2025-11-27,2025-12-02,5.74,Late
SH019034,O019034,W03,FedEx,Std,2025-12-29,2025-12-26,2025-12-30,6.54,Late
SH019035,O019035,W04,USPS,Std,2025-12-03,2025-11-28,2025-12-02,9.53,OnTime
SH019036,O019036,W02,DHL,Std,2025-12-03,2025-11-28,2025-12-03,5.5,OnTime
SH019037,O019037,W04,UPS,Overnight,2025-11-23,2025-11-23,2025-11-24,33.4,Late
SH019038,O019038,W02,UPS,Overnight,2025-11-18,2025-11-18,2025-11-19,21.31,Late
SH019039,O019039,W03,UPS,Std,2025-11-26,2025-11-21,2025-11-25,8.54,OnTime
SH019040,O019040,W05,FedEx,Expedited,2025-12-04,2025-12-02,2025-12-05,10.99,Late
SH019041,O019041,W01,USPS,Std,2025-12-26,2025-12-22,2025-12-27,4.17,Late
SH019042,O019042,W02,DHL,Expedited,2025-12-24,2025-12-21,2025-12-27,10.08,Late
SH019043,O019043,W01,FedEx,Std,2025-12-13,2025-12-09,2025-12-14,7.15,Late
SH019044,O019044,W04,DHL,Std,2025-12-19,2025-12-14,2025-12-18,10.33,OnTime
