ReturnID,OrderLineID,ReturnDate,ReasonCode,Condition,Refund$,RestockFee$,ReturnShipCost$,Disposition
R0013359,OL0111617,2026-01-10,Changed Mind,New,73.73,4.28,4.48,Resell
R0013360,OL0111621,2025-12-21,Defective,New,149.37,7.61,2.35,Resell
R0013361,OL0111622,2025-12-19,Defective,New,162.14,0.21,6.42,Resell
R0013362,OL0111636,2026-01-14,Defective,Opened,66.93,8.53,4.67,Write-off
R0013363,OL0111649,2025-12-19,Late Delivery,Opened,665.51,2.45,9.9,Write-off
R0013364,OL0111653,2025-12-29,Wrong Size,New,233.48,9.52,8.49,Resell
R0013365,OL0111656,2025-12-18,Defective,New,182.17,4.19,5.19,Resell
R0013366,OL0111663,2026-01-03,Late Delivery,Opened,1131.14,5.17,1.29,Write-off
R0013367,OL0111665,2026-01-08,Changed Mind,New,86.31,4.0,1.22,Resell
R0013368,OL0111667,2025-12-03,Wrong Size,Damaged,184.05,0.73,5.2,Write-off
R0013369,OL0111699,2026-01-01,Wrong Size,Damaged,448.03,7.73,5.44,Write-off
R0013370,OL0111702,2025-12-20,Changed Mind,Opened,413.36,6.69,5.14,Write-off
R0013371,OL0111722,2026-01-05,Defective,Damaged,128.27,7.01,1.5,Write-off
R0013372,OL0111732,2026-01-04,Late Delivery,Opened,271.31,9.19,1.52,Write-off
R0013373,OL0111736,2025-12-08,Defective,Opened,123.14,4.59,0.51,Write-off
R0013374,OL0111738,2025-12-08,Late Delivery,Opened,386.99,8.38,2.47,Write-off
R0013375,OL0111741,2025-11-20,Other,Damaged,423.48,3.48,3.51,Write-off
R0013376,OL0111755,2026-01-09,Changed Mind,New,123.98,9.06,0.29,Resell
R0013377,OL0111762,2026-01-26,Defective,New,262.92,9.09,3.2,Resell
R0013378,OL0111765,2026-01-28,Changed Mind,New,563.13,0.12,1.59,Resell
R0013379,OL0111766,2026-01-10,Wrong Size,Damaged,248.89,4.58,7.86,Write-off
R0013380,OL0111770,2025-12-28,Wrong Size,New,19.73,7.16,1.18,Resell
R0013381,OL0111772,2026-01-07,Wrong Size,New,564.47,5.89,2.88,Resell
R0013382,OL0111773,2025-12-31,Late Delivery,New,94.44,8.16,1.91,Resell
R0013383,OL0111775,2026-01-09,Wrong Size,Damaged,263.63,5.52,8.76,Write-off
R0013384,OL0111796,2025-11-27,Wrong Size,Damaged,175.95,1.18,1.96,Write-off
R0013385,OL0111826,2026-01-22,Changed Mind,New,28.86,4.52,7.4,Resell
R0013386,OL0111833,2026-01-11,Changed Mind,Opened,9.5,4.2,3.25,Write-off
R0013387,OL0111843,2025-12-11,Changed Mind,New,5.02,6.46,0.46,Resell
R0013388,OL0111849,2026-01-05,Late Delivery,New,268.81,9.41,1.22,Resell
R0013389,OL0111850,2025-12-19,Changed Mind,Opened,183.96,1.88,7.87,Write-off
R0013390,OL0111865,2026-01-02,Wrong Size,New,225.32,6.41,8.53,Resell
R0013391,OL0111869,2025-12-22,Late Delivery,New,337.71,0.93,8.76,Resell
R0013392,OL0111870,2026-01-12,Changed Mind,Opened,155.38,8.79,0.61,Write-off
R0013393,OL0111876,2026-01-12,Wrong Size,Opened,24.58,2.72,0.54,Write-off
R0013394,OL0111893,2026-01-18,Wrong Size,New,128.33,6.29,8.82,Resell
R0013395,OL0111894,2026-01-01,Late Delivery,New,480.76,4.36,1.43,Resell
R0013396,OL0111898,2026-01-07,Changed Mind,Opened,169.21,0.91,5.45,Write-off
R0013397,OL0111910,2026-01-24,Wrong Size,Opened,270.23,6.68,1.64,Write-off
R0013398,OL0111921,2025-12-18,Defective,New,543.94,9.86,3.33,Resell
R0013399,OL0111934,2025-12-21,Changed Mind,New,790.03,3.37,7.47,Resell
R0013400,OL0111937,2025-12-14,Wrong Size,New,231.83,5.64,0.13,Resell
R0013401,OL0111946,2025-12-30,Changed Mind,Opened,215.85,8.25,0.8,Write-off
R0013402,OL0111947,2026-01-15,Changed Mind,New,478.64,5.93,1.51,Resell
R0013403,OL0111961,2025-12-27,Late Delivery,Damaged,460.92,3.37,9.2,Write-off
R0013404,OL0111965,2025-12-05,Other,New,171.08,5.06,2.2,Resell
R0013405,OL0111978,2025-12-12,Changed Mind,Opened,62.33,2.3,4.08,Write-off
R0013406,OL0111994,2025-12-15,Wrong Size,New,132.84,6.29,6.73,Resell
R0013407,OL0111999,2025-12-05,Other,New,534.1,3.77,4.78,Resell
R0013408,OL0112017,2025-12-27,Defective,New,205.46,8.07,1.12,Resell
R0013409,OL0112091,2025-12-17,Wrong Size,Opened,321.77,6.94,0.28,Write-off
R0013410,OL0112101,2025-12-20,Wrong Size,Opened,259.38,5.74,4.0,Write-off
R0013411,OL0112108,2025-12-23,Late Delivery,New,94.82,6.44,9.38,Resell
R0013412,OL0112114,2026-01-13,Changed Mind,Opened,111.24,1.44,1.04,Write-off
R0013413,OL0112142,2025-12-31,Changed Mind,Damaged,144.57,4.81,7.46,Write-off
R0013414,OL0112149,2025-11-20,Defective,Opened,192.89,2.75,9.41,Write-off
R0013415,OL0112163,2025-12-19,Defective,New,181.21,4.19,5.55,Resell
R0013416,OL0112164,2026-01-31,Other,Damaged,155.09,5.6,1.15,Write-off
R0013417,OL0112168,2025-12-06,Changed Mind,Opened,619.32,6.73,9.59,Write-off
R0013418,OL0112172,2025-12-21,Wrong Size,New,471.06,0.61,2.02,Resell
R0013419,OL0112214,2026-01-13,Wrong Size,New,203.34,7.45,8.01,Resell
R0013420,OL0112216,2025-12-22,Changed Mind,New,127.17,9.44,3.05,Resell
R0013421,OL0112224,2025-12-13,Wrong Size,New,32.3,6.88,5.3,Resell
R0013422,OL0112227,2026-01-16,Wrong Size,New,196.27,9.84,8.37,Resell
R0013423,OL0112237,2026-01-13,Defective,Opened,60.3,3.71,3.67,Write-off
R0013424,OL0112239,2025-12-27,Other,Opened,74.87,5.62,2.46,Write-off
R0013425,OL0112246,2025-12-16,Wrong Size,New,118.61,4.99,8.85,Resell
R0013426,OL0112274,2026-01-02,Wrong Size,Opened,39.8,4.98,4.73,Write-off
R0013427,OL0112277,2025-12-15,Defective,New,631.02,7.07,6.89,Resell
R0013428,OL0112281,2025-11-30,Changed Mind,New,283.2,1.65,8.51,Resell
R0013429,OL0112285,2025-11-17,Wrong Size,New,155.28,1.82,2.92,Resell
R0013430,OL0112287,2026-01-10,Defective,Opened,140.57,4.26,1.79,Write-off
R0013431,OL0112290,2026-01-18,Other,New,198.85,7.07,5.97,Resell
R0013432,OL0112292,2026-01-20,Late Delivery,Opened,308.45,9.66,6.16,Write-off
R0013433,OL0112301,2026-01-04,Wrong Size,Opened,320.67,0.14,4.77,Write-off
R0013434,OL0112315,2026-01-14,Late Delivery,Opened,44.25,4.2,4.05,Write-off
R0013435,OL0112327,2025-12-17,Wrong Size,New,83.78,9.1,5.39,Resell
R0013436,OL0112331,2025-12-25,Other,Opened,175.87,1.73,5.38,Write-off
R0013437,OL0112336,2025-12-30,Wrong Size,New,122.51,3.44,3.94,Resell
R0013438,OL0112337,2026-01-20,Wrong Size,Damaged,309.4,6.79,4.51,Write-off
R0013439,OL0112343,2025-12-24,Defective,New,0.0,8.57,5.18,Resell
R0013440,OL0112347,2026-02-01,Defective,New,20.04,1.27,4.76,Resell
R0013441,OL0112348,2026-01-23,Late Delivery,Opened,204.52,1.24,8.83,Write-off
R0013442,OL0112351,2026-01-05,Wrong Size,Opened,426.41,4.22,5.02,Write-off
R0013443,OL0112352,2026-01-01,Wrong Size,New,72.4,2.82,9.82,Resell
R0013444,OL0112353,2026-01-13,Defective,New,245.74,3.17,8.82,Resell
R0013445,OL0112355,2025-12-19,Wrong Size,New,306.58,5.92,6.39,Resell
R0013446,OL0112358,2025-12-09,Defective,Opened,208.26,4.81,8.32,Write-off
R0013447,OL0112367,2025-12-25,Wrong Size,Opened,31.98,6.68,1.6,Write-off
R0013448,OL0112372,2025-12-11,Defective,New,100.47,6.58,1.3,Resell
R0013449,OL0112380,2025-11-21,Defective,Damaged,32.65,0.22,4.2,Write-off
R0013450,OL0112388,2025-12-10,Changed Mind,New,326.87,8.79,0.46,Resell
R0013451,OL0112398,2025-12-25,Wrong Size,New,267.78,8.38,1.58,Resell
R0013452,OL0112417,2025-12-02,Other,New,10.75,1.13,5.53,Resell
R0013453,OL0112420,2025-12-25,Wrong Size,New,334.57,5.71,0.24,Resell
R0013454,OL0112426,2026-01-13,Late Delivery,Opened,186.1,3.97,0.61,Write-off
R0013455,OL0112448,2025-12-02,Late Delivery,Opened,100.59,0.29,0.65,Write-off
R0013456,OL0112450,2025-12-03,Wrong Size,New,59.24,3.65,5.66,Resell
R0013457,OL0112456,2026-01-17,Wrong Size,Opened,507.95,3.65,4.4,Write-off
R0013458,OL0112461,2025-12-18,Late Delivery,New,166.27,1.82,2.75,Resell
R0013459,OL0112472,2026-01-05,Wrong Size,Damaged,241.49,2.67,8.01,Write-off
R0013460,OL0112496,2026-01-10,Changed Mind,New,230.19,5.58,3.16,Resell
R0013461,OL0112497,2026-01-19,Wrong Size,Damaged,476.6,0.09,5.05,Write-off
R0013462,OL0112517,2025-11-26,Changed Mind,New,59.05,5.73,0.32,Resell
R0013463,OL0112520,2025-12-03,Wrong Size,New,78.18,9.43,7.14,Resell
R0013464,OL0112536,2026-01-18,Changed Mind,New,428.84,5.95,2.8,Resell
R0013465,OL0112575,2026-01-14,Defective,New,154.11,9.38,7.9,Resell
R0013466,OL0112581,2026-01-03,Wrong Size,Opened,229.52,6.09,5.41,Write-off
R0013467,OL0112589,2025-12-09,Defective,New,126.99,7.88,2.27,Resell
R0013468,OL0112590,2025-12-04,Wrong Size,New,12.75,6.75,7.17,Resell
R0013469,OL0112603,2025-11-29,Defective,New,856.62,5.94,5.39,Resell
R0013470,OL0112605,2025-12-11,Changed Mind,New,53.37,7.66,4.59,Resell
R0013471,OL0112609,2025-12-19,Changed Mind,Opened,641.61,3.53,6.34,Write-off
R0013472,OL0112623,2026-01-23,Defective,New,66.55,2.01,2.92,Resell
R0013473,OL0112625,2025-11-24,Defective,New,0.0,2.41,5.96,Resell
R0013474,OL0112631,2025-12-31,Changed Mind,Opened,388.84,2.53,6.55,Write-off
R0013475,OL0112639,2026-01-19,Wrong Size,Opened,53.94,2.12,1.17,Write-off
R0013476,OL0112650,2026-01-22,Late Delivery,New,233.62,9.06,9.96,Resell
R0013477,OL0112657,2025-12-28,Changed Mind,Opened,7.36,3.75,9.05,Write-off
R0013478,OL0112661,2025-12-11,Late Delivery,New,148.43,5.44,3.5,Resell
R0013479,OL0112667,2025-12-22,Wrong Size,New,360.21,4.86,6.54,Resell
R0013480,OL0112670,2025-12-13,Changed Mind,Opened,213.7,0.26,3.84,Write-off
R0013481,OL0112680,2026-01-17,Wrong Size,New,473.29,0.46,3.86,Resell
R0013482,OL0112689,2026-01-12,Changed Mind,New,149.09,7.52,9.64,Resell
R0013483,OL0112696,2025-12-27,Wrong Size,Damaged,20.31,1.06,7.46,Write-off
R0013484,OL0112717,2025-11-19,Wrong Size,Opened,645.62,7.58,4.78,Write-off
R0013485,OL0112723,2026-01-10,Late Delivery,New,134.48,1.29,0.89,Resell
R0013486,OL0112735,2025-12-15,Changed Mind,Opened,229.01,2.68,3.31,Write-off
R0013487,OL0112739,2025-12-04,Late Delivery,New,333.69,1.33,2.73,Resell
R0013488,OL0112759,2026-01-26,Changed Mind,New,134.79,9.22,8.2,Resell
R0013489,OL0112769,2025-12-13,Defective,Opened,320.27,5.52,4.02,Write-off
R0013490,OL0112782,2026-01-25,Wrong Size,New,6.66,5.57,9.07,Resell
R0013491,OL0112792,2026-01-12,Defective,Damaged,171.49,3.39,3.95,Write-off
R0013492,OL0112793,2026-01-12,Wrong Size,Opened,224.38,7.4,6.15,Write-off
R0013493,OL0112794,2026-01-24,Late Delivery,New,110.16,5.23,0.47,Resell
R0013494,OL0112809,2026-01-26,Wrong Size,Opened,149.96,1.01,1.36,Write-off
R0013495,OL0112826,2025-12-05,Defective,New,386.62,0.75,8.56,Resell
R0013496,OL0112859,2026-01-08,Late Delivery,Damaged,243.53,8.39,6.93,Write-off
R0013497,OL0112868,2025-12-16,Wrong Size,New,73.43,9.54,3.69,Resell
R0013498,OL0112873,2025-12-17,Defective,Damaged,582.36,5.44,8.18,Write-off
R0013499,OL0112878,2025-12-30,Wrong Size,Damaged,116.76,4.09,2.89,Write-off
R0013500,OL0112883,2025-11-26,Wrong Size,New,575.7,4.32,0.23,Resell
R0013501,OL0112901,2025-12-24,Late Delivery,New,106.32,1.6,6.11,Resell
R0013502,OL0112905,2025-12-23,Defective,New,45.38,6.24,2.08,Resell
R0013503,OL0112917,2025-12-04,Wrong Size,New,28.97,9.35,3.42,Resell
R0013504,OL0112921,2025-12-15,Wrong Size,Opened,152.89,8.87,7.09,Write-off
R0013505,OL0112938,2025-12-05,Wrong Size,Opened,399.47,8.5,6.72,Write-off
R0013506,OL0112939,2025-12-24,Changed Mind,New,427.74,5.48,2.65,Resell
R0013507,OL0112954,2026-01-18,Late Delivery,New,153.06,7.41,9.63,Resell
R0013508,OL0112960,2025-12-15,Changed Mind,New,99.41,6.08,1.45,Resell
R0013509,OL0112961,2025-12-06,Defective,Damaged,129.16,1.78,1.14,Write-off
R0013510,OL0112968,2025-12-09,Changed Mind,Damaged,289.24,8.33,6.47,Write-off
R0013511,OL0112969,2026-01-14,Other,New,161.46,6.1,5.54,Resell
R0013512,OL0112971,2026-01-04,Defective,New,14.35,6.39,8.32,Resell
R0013513,OL0112974,2026-01-22,Wrong Size,New,79.56,9.8,8.36,Resell
R0013514,OL0112985,2025-11-10,Wrong Size,New,347.87,8.17,8.91,Resell
R0013515,OL0112986,2025-12-01,Defective,Opened,17.51,9.4,5.24,Write-off
R0013516,OL0113002,2025-12-29,Changed Mind,New,395.19,9.88,9.16,Resell
R0013517,OL0113007,2025-11-28,Defective,New,80.12,0.73,7.65,Resell
R0013518,OL0113011,2025-11-30,Defective,Opened,222.73,4.01,8.48,Write-off
R0013519,OL0113016,2025-12-22,Changed Mind,New,327.16,3.47,8.75,Resell
R0013520,OL0113020,2025-12-01,Defective,New,307.09,9.93,8.46,Resell
R0013521,OL0113021,2025-12-23,Changed Mind,Opened,270.24,6.2,4.71,Write-off
R0013522,OL0113038,2026-01-13,Changed Mind,New,223.94,0.76,8.96,Resell
R0013523,OL0113047,2026-02-06,Defective,Opened,1.8,7.77,2.57,Write-off
R0013524,OL0113065,2025-12-16,Wrong Size,Opened,235.96,4.38,6.99,Write-off
R0013525,OL0113074,2025-12-31,Defective,Opened,61.97,2.54,9.82,Write-off
R0013526,OL0113075,2026-01-17,Wrong Size,Opened,195.75,5.61,5.04,Write-off
R0013527,OL0113085,2025-12-17,Other,New,481.01,4.27,1.66,Resell
R0013528,OL0113088,2025-12-10,Defective,Damaged,212.89,4.73,5.69,Write-off
R0013529,OL0113090,2025-12-20,Wrong Size,New,16.63,5.37,8.04,Resell
R0013530,OL0113093,2025-12-07,Wrong Size,New,253.92,1.32,5.28,Resell
R0013531,OL0113099,2025-12-19,Wrong Size,Opened,146.98,9.18,9.58,Write-off
R0013532,OL0113125,2025-11-29,Late Delivery,New,357.16,4.69,5.64,Resell
R0013533,OL0113142,2026-01-01,Other,Damaged,11.1,9.78,6.13,Write-off
R0013534,OL0113144,2026-01-28,Late Delivery,Opened,338.42,5.88,2.16,Write-off
R0013535,OL0113148,2026-01-06,Changed Mind,New,198.65,3.99,8.84,Resell
R0013536,OL0113155,2026-01-15,Wrong Size,New,214.39,1.92,4.87,Resell
R0013537,OL0113167,2025-12-16,Other,Opened,4.82,5.6,7.64,Write-off
R0013538,OL0113181,2025-12-18,Defective,Damaged,213.66,2.48,7.74,Write-off
R0013539,OL0113196,2025-11-30,Changed Mind,New,136.38,6.04,5.82,Resell
R0013540,OL0113197,2025-12-15,Changed Mind,Damaged,232.76,2.31,5.18,Write-off
R0013541,OL0113212,2025-12-22,Late Delivery,Damaged,49.66,0.29,2.07,Write-off
R0013542,OL0113215,2025-11-23,Wrong Size,Opened,57.74,7.38,6.86,Write-off
R0013543,OL0113216,2025-11-21,Other,Opened,85.66,3.33,3.82,Write-off
R0013544,OL0113217,2025-12-10,Wrong Size,New,109.72,6.74,2.76,Resell
R0013545,OL0113232,2025-12-12,Wrong Size,New,185.6,2.67,1.76,Resell
R0013546,OL0113235,2026-01-18,Defective,New,514.38,2.48,0.44,Resell
R0013547,OL0113236,2026-01-05,Wrong Size,Opened,179.84,1.93,1.69,Write-off
R0013548,OL0113238,2026-01-16,Late Delivery,Opened,13.6,3.07,2.02,Write-off
R0013549,OL0113241,2025-12-13,Changed Mind,Opened,76.94,3.09,4.51,Write-off
R0013550,OL0113253,2026-01-04,Late Delivery,New,363.64,1.57,4.37,Resell
R0013551,OL0113257,2026-01-01,Changed Mind,New,157.32,4.05,7.74,Resell
R0013552,OL0113263,2025-12-22,Wrong Size,Opened,11.84,2.69,4.31,Write-off
R0013553,OL0113269,2026-01-14,Changed Mind,New,59.81,6.16,0.73,Resell
R0013554,OL0113272,2026-01-14,Wrong Size,New,30.74,0.59,6.94,Resell
R0013555,OL0113277,2025-12-29,Defective,Opened,118.1,9.94,6.14,Write-off
R0013556,OL0113283,2025-12-17,Changed Mind,New,8.54,7.93,4.84,Resell
R0013557,OL0113284,2026-01-05,Changed Mind,Opened,331.53,9.63,0.13,Write-off
R0013558,OL0113293,2026-01-29,Late Delivery,New,29.23,1.08,0.15,Resell
R0013559,OL0113302,2026-01-05,Defective,New,127.93,7.22,1.48,Resell
R0013560,OL0113313,2025-11-13,Changed Mind,New,304.21,5.52,1.52,Resell
R0013561,OL0113340,2026-01-03,Other,Opened,12.27,1.21,3.05,Write-off
R0013562,OL0113346,2025-12-26,Other,Opened,236.05,5.83,5.08,Write-off
R0013563,OL0113349,2025-12-27,Wrong Size,New,210.95,9.7,0.58,Resell
R0013564,OL0113364,2025-12-21,Wrong Size,New,467.72,4.11,2.64,Resell
R0013565,OL0113376,2025-12-30,Defective,New,117.24,7.61,6.46,Resell
R0013566,OL0113381,2025-12-31,Wrong Size,New,412.44,9.17,8.16,Resell
R0013567,OL0113383,2026-01-19,Changed Mind,New,75.29,3.0,8.27,Resell
R0013568,OL0113390,2025-12-08,Wrong Size,New,642.04,4.34,0.65,Resell
R0013569,OL0113392,2025-12-20,Wrong Size,Opened,615.67,3.45,0.87,Write-off
R0013570,OL0113402,2025-12-06,Defective,Damaged,32.34,2.41,3.61,Write-off
R0013571,OL0113407,2025-12-28,Defective,New,29.39,8.99,4.72,Resell
R0013572,OL0113410,2025-12-02,Changed Mind,New,549.57,3.33,8.03,Resell
R0013573,OL0113425,2025-12-31,Late Delivery,New,671.74,9.76,4.05,Resell
R0013574,OL0113427,2026-01-11,Other,New,193.71,0.14,4.97,Resell
R0013575,OL0113432,2025-12-30,Changed Mind,Opened,175.13,3.14,8.42,Write-off
R0013576,OL0113439,2026-01-14,Changed Mind,Opened,9.21,6.06,5.99,Write-off
R0013577,OL0113441,2025-12-29,Late Delivery,Damaged,255.71,5.88,9.11,Write-off
R0013578,OL0113446,2026-01-16,Wrong Size,New,271.53,9.72,8.69,Resell
R0013579,OL0113448,2026-01-02,Late Delivery,New,378.23,4.16,2.03,Resell
R0013580,OL0113453,2025-12-12,Wrong Size,New,198.19,4.96,2.88,Resell
R0013581,OL0113457,2025-12-08,Wrong Size,New,633.87,0.69,9.12,Resell
R0013582,OL0113463,2026-01-20,Wrong Size,New,549.48,8.04,2.96,Resell
R0013583,OL0113464,2026-01-21,Changed Mind,New,45.92,7.03,5.51,Resell
R0013584,OL0113478,2026-01-02,Wrong Size,Opened,508.87,9.03,9.67,Write-off
R0013585,OL0113479,2025-12-29,Wrong Size,New,166.89,6.68,6.62,Resell
R0013586,OL0113490,2025-12-01,Wrong Size,Opened,53.55,6.85,2.27,Write-off
R0013587,OL0113508,2025-12-03,Late Delivery,New,165.84,7.28,1.51,Resell
R0013588,OL0113510,2026-01-05,Changed Mind,New,251.98,1.87,5.06,Resell
R0013589,OL0113515,2025-12-10,Wrong Size,New,206.76,8.54,5.49,Resell
R0013590,OL0113521,2026-01-07,Defective,New,447.1,2.92,3.78,Resell
R0013591,OL0113523,2026-01-03,Wrong Size,Opened,206.69,4.91,5.04,Write-off
R0013592,OL0113524,2025-12-25,Other,Damaged,130.08,6.68,9.0,Write-off
R0013593,OL0113527,2025-12-01,Defective,Opened,79.95,6.81,9.9,Write-off
R0013594,OL0113532,2025-12-10,Wrong Size,Damaged,59.72,6.99,9.12,Write-off
R0013595,OL0113538,2025-12-04,Wrong Size,New,20.78,3.53,1.34,Resell
R0013596,OL0113542,2026-01-16,Defective,Opened,123.4,0.11,5.62,Write-off
R0013597,OL0113552,2026-01-08,Changed Mind,New,95.46,0.28,0.02,Resell
R0013598,OL0113555,2025-12-15,Other,Opened,292.09,5.49,9.64,Write-off
R0013599,OL0113562,2025-12-26,Changed Mind,New,780.08,5.79,6.73,Resell
R0013600,OL0113580,2025-12-16,Wrong Size,Opened,259.2,2.72,2.87,Write-off
R0013601,OL0113583,2025-12-17,Wrong Size,Opened,567.18,2.17,2.59,Write-off
R0013602,OL0113593,2025-12-30,Other,New,85.84,6.52,6.99,Resell
R0013603,OL0113594,2025-12-29,Changed Mind,Opened,434.54,6.7,3.87,Write-off
R0013604,OL0113602,2025-12-31,Wrong Size,New,4.44,2.47,2.55,Resell
R0013605,OL0113623,2025-12-09,Defective,New,419.16,6.28,2.82,Resell
R0013606,OL0113631,2026-01-18,Defective,Opened,131.67,0.89,6.66,Write-off
R0013607,OL0113634,2025-12-13,Changed Mind,Opened,723.9,6.04,8.15,Write-off
R0013608,OL0113636,2025-11-17,Defective,New,368.49,1.8,9.21,Resell
R0013609,OL0113649,2025-12-13,Late Delivery,New,307.25,5.62,3.47,Resell
R0013610,OL0113659,2026-01-01,Other,New,40.45,8.21,3.35,Resell
R0013611,OL0113662,2025-12-02,Changed Mind,Opened,195.31,6.42,2.14,Write-off
R0013612,OL0113674,2026-01-24,Changed Mind,New,110.27,2.97,0.69,Resell
R0013613,OL0113700,2025-11-07,Changed Mind,New,244.83,2.3,7.47,Resell
R0013614,OL0113708,2026-01-21,Late Delivery,New,199.92,8.12,3.8,Resell
R0013615,OL0113730,2025-12-30,Defective,New,0.0,5.64,5.98,Resell
R0013616,OL0113731,2025-12-31,Wrong Size,New,124.31,1.74,8.95,Resell
R0013617,OL0113741,2025-12-24,Changed Mind,New,17.56,9.0,7.73,Resell
R0013618,OL0113743,2025-11-23,Defective,New,428.73,2.37,10.0,Resell
R0013619,OL0113754,2026-01-21,Changed Mind,New,720.19,7.19,6.87,Resell
R0013620,OL0113761,2025-12-24,Defective,New,168.93,3.14,9.31,Resell
R0013621,OL0113762,2026-01-05,Wrong Size,New,20.66,5.6,3.57,Resell
R0013622,OL0113770,2025-12-13,Wrong Size,Opened,842.53,0.92,6.19,Write-off
R0013623,OL0113777,2026-02-03,Wrong Size,New,254.48,0.42,9.38,Resell
R0013624,OL0113794,2025-12-13,Changed Mind,New,27.33,7.52,7.11,Resell
R0013625,OL0113796,2025-11-16,Other,Opened,163.05,0.23,8.63,Write-off
R0013626,OL0113803,2026-01-14,Wrong Size,Opened,17.13,1.24,6.12,Write-off
R0013627,OL0113810,2025-12-12,Wrong Size,New,77.46,7.54,5.82,Resell
R0013628,OL0113819,2026-01-21,Changed Mind,New,138.68,3.1,2.52,Resell
R0013629,OL0113822,2026-01-11,Wrong Size,New,351.34,8.44,8.97,Resell
R0013630,OL0113825,2025-12-05,Late Delivery,New,234.02,5.41,4.45,Resell
R0013631,OL0113834,2026-01-06,Wrong Size,New,290.99,6.43,6.96,Resell
R0013632,OL0113838,2025-12-25,Changed Mind,New,411.04,2.15,5.5,Resell
R0013633,OL0113861,2025-12-17,Changed Mind,New,511.3,1.06,1.21,Resell
R0013634,OL0113865,2025-11-24,Other,New,182.7,7.52,4.43,Resell
R0013635,OL0113866,2025-11-26,Wrong Size,Opened,188.84,8.98,6.09,Write-off
R0013636,OL0113868,2025-11-23,Changed Mind,New,163.22,8.78,3.45,Resell
R0013637,OL0113871,2025-12-01,Late Delivery,New,129.71,8.45,6.72,Resell
R0013638,OL0113873,2025-12-06,Other,New,343.43,5.17,8.51,Resell
R0013639,OL0113887,2026-01-29,Changed Mind,New,222.91,3.33,6.19,Resell
R0013640,OL0113889,2026-01-31,Wrong Size,Damaged,237.11,5.34,9.26,Write-off
R0013641,OL0113899,2026-01-21,Changed Mind,New,420.66,0.12,1.95,Resell
R0013642,OL0113901,2026-01-17,Wrong Size,Opened,0.0,5.55,2.91,Write-off
R0013643,OL0113906,2026-01-10,Changed Mind,New,61.17,0.0,3.3,Resell
R0013644,OL0113910,2026-01-21,Wrong Size,New,98.95,7.56,5.58,Resell
R0013645,OL0113912,2026-01-16,Wrong Size,New,340.76,0.04,6.97,Resell
R0013646,OL0113913,2026-01-15,Changed Mind,New,408.95,8.43,3.38,Resell
R0013647,OL0113916,2026-01-02,Wrong Size,Damaged,187.89,8.75,8.72,Write-off
R0013648,OL0113920,2025-12-23,Wrong Size,Opened,5.17,5.11,2.6,Write-off
R0013649,OL0113928,2025-12-19,Wrong Size,Opened,250.49,0.14,4.93,Write-off
R0013650,OL0113930,2026-01-12,Changed Mind,Opened,148.39,5.37,1.6,Write-off
R0013651,OL0113934,2026-01-07,Wrong Size,Opened,92.31,8.99,8.35,Write-off
R0013652,OL0113939,2025-12-01,Wrong Size,Opened,146.99,0.35,0.84,Write-off
R0013653,OL0113940,2025-12-17,Changed Mind,Opened,303.55,2.19,6.67,Write-off
R0013654,OL0113943,2026-01-16,Changed Mind,New,829.44,6.05,2.01,Resell
R0013655,OL0113947,2026-01-09,Changed Mind,New,36.17,2.05,1.09,Resell
R0013656,OL0113953,2026-01-02,Late Delivery,Damaged,1161.73,1.16,2.92,Write-off
R0013657,OL0113955,2025-12-18,Defective,New,17.44,4.88,6.53,Resell
R0013658,OL0113957,2025-12-14,Late Delivery,Opened,340.56,0.41,3.89,Write-off
R0013659,OL0113963,2025-12-01,Changed Mind,Opened,139.97,0.49,1.96,Write-off
R0013660,OL0113967,2025-12-05,Wrong Size,Damaged,732.59,1.0,9.81,Write-off
R0013661,OL0113978,2026-01-19,Changed Mind,New,106.58,5.13,1.47,Resell
R0013662,OL0113988,2025-12-12,Wrong Size,Opened,485.43,8.65,7.36,Write-off
R0013663,OL0113993,2025-12-30,Other,New,186.6,1.65,1.57,Resell
R0013664,OL0114015,2025-12-05,Wrong Size,New,35.29,1.93,7.74,Resell
R0013665,OL0114035,2025-11-29,Wrong Size,New,194.85,8.44,6.29,Resell
R0013666,OL0114045,2025-12-27,Changed Mind,Opened,37.13,8.82,6.47,Write-off
R0013667,OL0114048,2025-12-16,Defective,New,62.6,9.55,1.52,Resell
R0013668,OL0114058,2025-12-14,Wrong Size,New,255.27,9.05,2.12,Resell
R0013669,OL0114065,2025-12-28,Changed Mind,New,184.52,8.01,9.97,Resell
R0013670,OL0114072,2026-01-15,Defective,Opened,351.76,4.94,2.8,Write-off
R0013671,OL0114076,2025-12-23,Other,Opened,218.94,5.61,0.71,Write-off
R0013672,OL0114078,2026-01-05,Changed Mind,Opened,346.05,0.97,2.45,Write-off
R0013673,OL0114086,2025-12-20,Changed Mind,New,243.04,6.81,8.31,Resell
R0013674,OL0114089,2025-12-31,Defective,New,302.65,9.47,3.94,Resell
R0013675,OL0114094,2025-12-26,Defective,New,29.92,9.3,6.32,Resell
R0013676,OL0114095,2026-01-01,Late Delivery,Opened,281.07,4.94,8.46,Write-off
R0013677,OL0114098,2025-12-24,Late Delivery,Opened,203.44,5.15,6.78,Write-off
R0013678,OL0114102,2025-12-23,Other,Opened,8.57,9.44,8.83,Write-off
