ProductID,Category,Subcategory,StandardCost,MSRP,Vendor,SeasonalityTag
P001987,Electronics,Smart Home,12.4,18.61,VendorE,Evergreen
P001988,Beauty,Fragrance,102.0,202.45,VendorA,Evergreen
P001989,Sports,Fitness,55.6,102.59,VendorC,Winter
P001990,Toys,Puzzles,151.81,266.53,VendorE,Giftable
P001991,Footwear,Slippers,72.08,99.98,VendorE,Winter
P001992,Books,Children,23.89,38.81,VendorE,Giftable
P001993,Books,Children,197.88,365.76,VendorD,Giftable
P001994,Sports,Fitness,153.3,295.85,VendorC,Giftable
P001995,Footwear,Boots,65.25,125.25,VendorE,Winter
P001996,Home,Bedding,159.75,257.17,VendorA,Winter
P001997,Footwear,Sneakers,125.42,191.26,VendorB,Evergreen
P001998,Beauty,Fragrance,60.56,112.81,VendorE,Giftable
P001999,Books,Non-Fiction,7.56,14.42,VendorE,Winter
P002000,Apparel,Outerwear,82.97,151.18,VendorB,Winter
P002001,Books,Non-Fiction,44.89,82.78,VendorA,Winter
P002002,Grocery,Coffee,71.87,143.1,VendorA,Evergreen
P002003,Grocery,Chocolate,123.04,201.52,VendorA,Giftable
P002004,Books,Children,142.2,196.81,VendorD,Winter
P002005,Beauty,Skincare,162.31,318.77,VendorB,Giftable
P002006,Sports,Cycling,183.84,308.04,VendorA,Giftable
P002007,Home,Decor,103.84,173.78,VendorE,Giftable
P002008,Books,Fiction,178.82,245.71,VendorC,Winter
P002009,Sports,Fitness,65.45,115.49,VendorE,Evergreen
P002010,Books,Fiction,26.89,53.47,VendorD,Evergreen
P002011,Apparel,Socks,158.61,236.67,VendorB,Winter
P002012,Books,Non-Fiction,91.92,136.04,VendorC,Winter
P002013,Electronics,Headphones,159.86,268.12,VendorB,Giftable
P002014,Home,Bedding,122.03,222.79,VendorD,Winter
P002015,Books,Non-Fiction,52.91,89.87,VendorE,Winter
P002016,Beauty,Cosmetics,27.17,43.96,VendorD,Evergreen
P002017,Jewelry,Necklace,82.2,126.05,VendorA,Winter
P002018,Home,Decor,27.03,39.41,VendorA,Giftable
P002019,Footwear,Slippers,54.88,97.88,VendorE,Winter
P002020,Grocery,Snacks,188.12,261.04,VendorC,Evergreen
P002021,Jewelry,Earrings,81.65,138.24,VendorD,Giftable
P002022,Grocery,Coffee,149.55,204.08,VendorB,Evergreen
P002023,Books,Children,14.73,24.11,VendorE,Giftable
P002024,Footwear,Slippers,84.6,119.42,VendorB,Winter
P002025,Jewelry,Necklace,92.92,180.16,VendorA,Giftable
P002026,Grocery,Chocolate,114.69,191.63,VendorD,Winter
P002027,Sports,Fitness,144.97,251.02,VendorB,Giftable
P002028,Sports,Fitness,11.42,22.12,VendorD,Winter
P002029,Books,Children,49.61,76.95,VendorD,Giftable
P002030,Footwear,Boots,118.49,160.14,VendorE,Evergreen
P002031,Sports,Cycling,169.36,327.24,VendorA,Winter
P002032,Sports,Cycling,189.76,277.48,VendorD,Giftable
P002033,Books,Non-Fiction,191.68,327.46,VendorE,Evergreen
P002034,Footwear,Boots,171.52,230.45,VendorE,Giftable
P002035,Books,Children,68.48,120.83,VendorD,Evergreen
P002036,Footwear,Slippers,112.19,163.05,VendorB,Giftable
P002037,Footwear,Boots,83.61,141.24,VendorD,Evergreen
P002038,Books,Fiction,99.57,160.02,VendorD,Evergreen
P002039,Toys,Board Games,17.25,27.34,VendorA,Giftable
P002040,Toys,Board Games,184.43,332.22,VendorB,Evergreen
P002041,Books,Children,24.72,34.53,VendorC,Winter
P002042,Electronics,Headphones,17.63,32.59,VendorC,Giftable
P002043,Jewelry,Bracelet,67.23,130.43,VendorE,Giftable
P002044,Electronics,Gaming,113.03,191.65,VendorE,Giftable
P002045,Home,Bedding,5.3,10.51,VendorD,Winter
P002046,Jewelry,Bracelet,135.08,217.3,VendorA,Evergreen
P002047,Footwear,Boots,146.6,266.54,VendorD,Winter
P002048,Grocery,Chocolate,52.38,82.67,VendorA,Evergreen
P002049,Home,Kitchen,176.54,336.81,VendorB,Winter
P002050,Electronics,Smart Home,160.04,271.15,VendorE,Evergreen
P002051,Toys,Action Figures,39.1,54.08,VendorE,Evergreen
P002052,Books,Fiction,183.19,329.36,VendorD,Giftable
P002053,Home,Kitchen,58.83,103.38,VendorA,Giftable
P002054,Jewelry,Earrings,91.69,151.76,VendorA,Giftable
P002055,Beauty,Skincare,33.76,58.35,VendorB,Evergreen
P002056,Sports,Cycling,161.7,254.26,VendorC,Giftable
P002057,Footwear,Boots,196.21,257.23,VendorC,Giftable
P002058,Toys,Puzzles,92.51,163.29,VendorE,Giftable
P002059,Beauty,Fragrance,85.85,153.2,VendorD,Giftable
P002060,Beauty,Cosmetics,166.2,323.89,VendorC,Giftable
P002061,Toys,Board Games,13.9,27.41,VendorB,Giftable
P002062,Books,Non-Fiction,181.29,252.44,VendorC,Evergreen
P002063,Books,Fiction,164.37,290.86,VendorE,Winter
P002064,Grocery,Coffee,32.71,64.62,VendorE,Evergreen
P002065,Sports,Fitness,186.3,243.38,VendorC,Evergreen
P002066,Footwear,Boots,15.53,20.6,VendorB,Giftable
P002067,Toys,Puzzles,103.39,190.39,VendorD,Giftable
P002068,Jewelry,Necklace,134.53,249.76,VendorD,Evergreen
P002069,Home,Bedding,165.96,253.03,VendorD,Evergreen
P002070,Footwear,Slippers,94.41,183.77,VendorB,Winter
P002071,Sports,Outdoor,81.56,156.76,VendorA,Giftable
P002072,Jewelry,Earrings,52.68,93.93,VendorC,Evergreen
P002073,Apparel,Sweaters,149.83,251.96,VendorA,Giftable
P002074,Apparel,Socks,152.31,231.01,VendorB,Evergreen
P002075,Books,Fiction,112.72,190.4,VendorD,Winter
P002076,Home,Decor,82.84,116.61,VendorB,Winter
P002077,Sports,Fitness,83.79,152.12,VendorE,Evergreen
P002078,Grocery,Coffee,180.48,295.52,VendorD,Giftable
P002079,Footwear,Sneakers,185.21,275.77,VendorD,Winter
P002080,Electronics,Gaming,22.25,43.75,VendorC,Winter
P002081,Footwear,Sneakers,164.04,286.58,VendorA,Evergreen
P002082,Sports,Cycling,57.46,102.25,VendorD,Giftable
P002083,Toys,Action Figures,199.07,284.62,VendorC,Giftable
P002084,Toys,Board Games,30.31,47.17,VendorB,Winter
P002085,Apparel,Socks,61.25,88.05,VendorC,Giftable
P002086,Footwear,Boots,122.95,170.97,VendorA,Giftable
P002087,Toys,Action Figures,99.48,146.11,VendorB,Giftable
P002088,Electronics,Headphones,80.93,113.0,VendorB,Giftable
P002089,Electronics,Headphones,69.94,115.86,VendorA,Evergreen
P002090,Beauty,Cosmetics,127.16,253.06,VendorC,Evergreen
P002091,Sports,Outdoor,76.94,137.68,VendorB,Winter
P002092,Toys,Board Games,103.49,203.08,VendorA,Giftable
P002093,Home,Decor,55.46,77.25,VendorE,Giftable
P002094,Beauty,Skincare,139.81,189.72,VendorA,Giftable
P002095,Beauty,Fragrance,26.55,39.12,VendorE,Evergreen
P002096,Electronics,Headphones,113.04,155.17,VendorC,Giftable
P002097,Books,Fiction,76.25,120.22,VendorE,Evergreen
P002098,Books,Non-Fiction,92.89,165.18,VendorE,Giftable
P002099,Footwear,Sneakers,77.51,151.39,VendorB,Giftable
P002100,Apparel,Socks,198.17,396.07,VendorC,Giftable
P002101,Beauty,Skincare,94.7,145.16,VendorA,Evergreen
P002102,Sports,Outdoor,39.1,67.93,VendorA,Giftable
P002103,Footwear,Slippers,32.43,46.42,VendorA,Evergreen
P002104,Jewelry,Bracelet,33.34,57.93,VendorB,Evergreen
P002105,Electronics,Headphones,179.96,308.62,VendorB,Giftable
P002106,Sports,Cycling,149.12,240.88,VendorE,Winter
P002107,Footwear,Boots,45.06,68.92,VendorA,Evergreen
P002108,Sports,Cycling,112.71,189.69,VendorB,Giftable
P002109,Beauty,Skincare,188.66,332.94,VendorB,Evergreen
P002110,Electronics,Headphones,73.74,127.66,VendorB,Giftable
P002111,Books,Fiction,117.06,178.14,VendorB,Evergreen
P002112,Home,Bedding,69.36,111.41,VendorA,Evergreen
P002113,Toys,Puzzles,190.62,331.89,VendorB,Evergreen
P002114,Beauty,Fragrance,29.65,41.01,VendorC,Evergreen
P002115,Electronics,Smart Home,109.5,150.48,VendorB,Giftable
P002116,Electronics,Gaming,11.6,18.0,VendorD,Giftable
P002117,Electronics,Smart Home,36.95,56.64,VendorD,Giftable
P002118,Books,Non-Fiction,120.75,198.23,VendorD,Evergreen
P002119,Apparel,Socks,193.02,319.34,VendorA,Giftable
P002120,Electronics,Smart Home,124.59,162.17,VendorB,Giftable
P002121,Books,Children,86.95,136.57,VendorA,Giftable
P002122,Jewelry,Bracelet,79.46,153.79,VendorB,Evergreen
P002123,Home,Bedding,132.89,217.58,VendorE,Giftable
P002124,Home,Bedding,63.52,124.78,VendorA,Giftable
P002125,Beauty,Fragrance,166.19,269.82,VendorE,Evergreen
P002126,Electronics,Headphones,40.72,78.66,VendorE,Giftable
P002127,Footwear,Boots,108.47,199.49,VendorA,Giftable
P002128,Books,Children,157.27,305.27,VendorA,Giftable
P002129,Books,Fiction,74.73,104.73,VendorC,Evergreen
P002130,Beauty,Cosmetics,110.04,153.98,VendorC,Evergreen
P002131,Books,Children,189.85,295.71,VendorE,Giftable
P002132,Apparel,Outerwear,43.24,86.04,VendorA,Winter
P002133,Toys,Board Games,74.06,136.28,VendorA,Giftable
P002134,Books,Non-Fiction,70.07,97.44,VendorE,Giftable
P002135,Beauty,Fragrance,116.75,153.86,VendorC,Giftable
P002136,Home,Bedding,162.37,297.35,VendorA,Giftable
P002137,Footwear,Boots,116.09,151.14,VendorA,Giftable
P002138,Footwear,Slippers,54.81,84.13,VendorC,Evergreen
P002139,Toys,Action Figures,91.99,138.65,VendorC,Winter
P002140,Electronics,Smart Home,115.89,199.62,VendorA,Evergreen
P002141,Home,Bedding,25.83,39.19,VendorD,Giftable
P002142,Electronics,Headphones,31.7,45.85,VendorE,Giftable
P002143,Books,Children,110.8,177.51,VendorB,Evergreen
P002144,Books,Non-Fiction,30.11,56.59,VendorB,Giftable
P002145,Apparel,Outerwear,97.47,133.76,VendorE,Giftable
P002146,Beauty,Cosmetics,19.87,27.29,VendorE,Giftable
P002147,Sports,Fitness,42.27,71.25,VendorD,Giftable
P002148,Home,Bedding,138.22,250.0,VendorE,Giftable
P002149,Grocery,Chocolate,35.03,58.33,VendorA,Giftable
P002150,Home,Decor,35.39,58.14,VendorC,Giftable
P002151,Home,Bedding,57.74,108.81,VendorD,Winter
P002152,Electronics,Smart Home,51.56,68.3,VendorB,Giftable
P002153,Jewelry,Necklace,141.44,281.68,VendorC,Giftable
P002154,Home,Decor,138.65,266.89,VendorE,Evergreen
P002155,Toys,Action Figures,46.04,66.97,VendorB,Evergreen
P002156,Beauty,Cosmetics,81.08,113.48,VendorE,Evergreen
P002157,Grocery,Coffee,115.34,221.37,VendorB,Giftable
P002158,Grocery,Coffee,71.62,139.71,VendorB,Evergreen
P002159,Beauty,Cosmetics,57.48,100.31,VendorD,Winter
P002160,Books,Fiction,104.91,167.4,VendorB,Winter
P002161,Electronics,Gaming,142.91,186.29,VendorC,Giftable
P002162,Electronics,Headphones,172.61,297.66,VendorC,Giftable
P002163,Jewelry,Earrings,95.85,143.4,VendorE,Giftable
P002164,Footwear,Sneakers,125.95,218.12,VendorD,Winter
P002165,Sports,Outdoor,65.96,95.05,VendorB,Evergreen
P002166,Books,Non-Fiction,169.84,240.17,VendorA,Giftable
P002167,Jewelry,Necklace,194.78,369.39,VendorC,Evergreen
P002168,Electronics,Smart Home,109.02,151.56,VendorD,Winter
P002169,Sports,Fitness,50.45,81.3,VendorB,Giftable
P002170,Sports,Outdoor,34.35,55.54,VendorD,Winter
P002171,Sports,Fitness,181.0,355.43,VendorD,Giftable
P002172,Beauty,Skincare,174.09,314.88,VendorC,Evergreen
P002173,Electronics,Gaming,48.03,81.47,VendorB,Evergreen
P002174,Footwear,Slippers,136.09,265.1,VendorD,Giftable
P002175,Grocery,Snacks,189.76,303.09,VendorE,Winter
P002176,Footwear,Sneakers,107.02,203.59,VendorA,Giftable
P002177,Grocery,Chocolate,81.07,112.72,VendorE,Giftable
P002178,Beauty,Cosmetics,78.01,128.16,VendorB,Giftable
P002179,Beauty,Fragrance,60.82,103.08,VendorC,Giftable
P002180,Apparel,Sweaters,138.93,258.43,VendorE,Winter
P002181,Toys,Board Games,21.34,28.67,VendorE,Giftable
P002182,Electronics,Headphones,158.19,239.37,VendorC,Giftable
P002183,Jewelry,Necklace,119.36,182.52,VendorC,Winter
P002184,Apparel,Socks,101.93,192.56,VendorE,Evergreen
P002185,Sports,Outdoor,191.81,259.37,VendorD,Giftable
P002186,Beauty,Skincare,144.52,277.28,VendorD,Giftable
P002187,Apparel,Socks,71.81,112.74,VendorE,Giftable
P002188,Jewelry,Bracelet,143.22,224.46,VendorA,Evergreen
P002189,Grocery,Chocolate,92.85,158.59,VendorD,Evergreen
P002190,Electronics,Smart Home,163.86,237.1,VendorA,Evergreen
P002191,Grocery,Chocolate,175.04,262.46,VendorC,Giftable
P002192,Apparel,Socks,83.62,112.8,VendorA,Winter
P002193,Books,Children,188.78,364.6,VendorC,Evergreen
P002194,Home,Decor,44.72,66.9,VendorB,Winter
P002195,Footwear,Slippers,119.67,174.51,VendorE,Evergreen
P002196,Beauty,Cosmetics,6.21,12.0,VendorA,Evergreen
P002197,Jewelry,Earrings,134.23,199.39,VendorC,Evergreen
P002198,Electronics,Smart Home,5.68,10.28,VendorB,Giftable
P002199,Sports,Outdoor,39.66,65.26,VendorE,Winter
P002200,Toys,Puzzles,28.57,49.05,VendorD,Giftable
P002201,Books,Non-Fiction,143.86,239.27,VendorD,Evergreen
P002202,Sports,Cycling,194.75,341.84,VendorA,Winter
P002203,Electronics,Headphones,54.9,92.28,VendorC,Giftable
P002204,Beauty,Fragrance,85.78,167.37,VendorC,Giftable
P002205,Beauty,Cosmetics,128.64,225.87,VendorB,Winter
P002206,Jewelry,Necklace,120.05,211.8,VendorC,Winter
P002207,Home,Kitchen,165.66,224.37,VendorB,Giftable
P002208,Toys,Action Figures,118.89,158.16,VendorB,Giftable
P002209,Electronics,Headphones,73.7,97.79,VendorE,Winter
P002210,Beauty,Fragrance,186.6,305.1,VendorB,Giftable
P002211,Jewelry,Earrings,47.35,65.59,VendorE,Evergreen
P002212,Jewelry,Necklace,35.48,65.09,VendorB,Evergreen
P002213,Beauty,Fragrance,17.8,31.7,VendorD,Winter
P002214,Footwear,Sneakers,128.76,206.05,VendorD,Giftable
P002215,Sports,Fitness,132.9,240.97,VendorC,Giftable
P002216,Apparel,Sweaters,185.85,351.89,VendorC,Evergreen
P002217,Sports,Cycling,194.65,350.65,VendorA,Winter
P002218,Apparel,Sweaters,121.51,170.38,VendorD,Winter
P002219,Footwear,Sneakers,50.25,87.71,VendorA,Winter
P002220,Beauty,Skincare,119.16,172.77,VendorE,Giftable
P002221,Apparel,Sweaters,191.1,268.0,VendorA,Evergreen
P002222,Books,Fiction,104.76,141.52,VendorB,Giftable
P002223,Toys,Action Figures,53.21,70.8,VendorE,Giftable
P002224,Home,Kitchen,154.3,298.71,VendorE,Giftable
P002225,Grocery,Chocolate,108.89,165.22,VendorD,Evergreen
P002226,Footwear,Boots,58.39,88.34,VendorE,Evergreen
P002227,Toys,Puzzles,23.15,33.68,VendorE,Winter
P002228,Books,Non-Fiction,25.64,50.31,VendorC,Winter
P002229,Grocery,Snacks,31.88,60.06,VendorC,Giftable
P002230,Grocery,Coffee,112.08,220.92,VendorB,Evergreen
P002231,Jewelry,Earrings,93.28,125.17,VendorA,Giftable
P002232,Jewelry,Earrings,110.39,220.72,VendorE,Giftable
P002233,Home,Bedding,107.92,205.28,VendorD,Evergreen
P002234,Jewelry,Earrings,187.37,325.77,VendorD,Winter
P002235,Toys,Board Games,61.55,108.02,VendorE,Giftable
P002236,Beauty,Cosmetics,120.49,196.61,VendorE,Giftable
P002237,Footwear,Boots,114.34,197.88,VendorD,Giftable
P002238,Sports,Outdoor,175.67,316.22,VendorB,Evergreen
P002239,Toys,Board Games,31.21,41.7,VendorC,Giftable
P002240,Footwear,Sneakers,29.06,43.34,VendorB,Giftable
P002241,Beauty,Skincare,137.64,190.96,VendorB,Giftable
P002242,Jewelry,Necklace,6.59,11.49,VendorA,Giftable
P002243,Books,Children,143.21,196.09,VendorB,Giftable
P002244,Electronics,Headphones,82.81,161.75,VendorA,Evergreen
P002245,Apparel,Sweaters,67.05,98.17,VendorD,Evergreen
P002246,Beauty,Cosmetics,178.65,312.55,VendorD,Evergreen
P002247,Apparel,Socks,53.56,104.99,VendorD,Giftable
P002248,Grocery,Coffee,35.24,50.83,VendorC,Evergreen
P002249,Electronics,Headphones,75.37,145.71,VendorE,Winter
P002250,Electronics,Headphones,139.61,205.0,VendorE,Giftable
P002251,Toys,Puzzles,141.86,194.82,VendorB,Giftable
P002252,Electronics,Smart Home,63.25,92.48,VendorD,Winter
P002253,Apparel,Socks,32.05,57.0,VendorA,Winter
P002254,Beauty,Cosmetics,188.43,284.85,VendorD,Giftable
P002255,Sports,Fitness,118.34,204.78,VendorC,Giftable
P002256,Books,Children,36.89,63.85,VendorA,Winter
P002257,Apparel,Sweaters,171.09,258.46,VendorD,Giftable
P002258,Grocery,Chocolate,100.99,194.95,VendorE,Evergreen
P002259,Books,Non-Fiction,50.02,78.53,VendorA,Evergreen
P002260,Home,Kitchen,68.9,126.0,VendorC,Winter
P002261,Apparel,Outerwear,76.63,134.41,VendorA,Giftable
P002262,Apparel,Socks,13.69,18.47,VendorE,Giftable
P002263,Jewelry,Bracelet,66.61,87.69,VendorE,Giftable
P002264,Grocery,Snacks,124.98,186.19,VendorA,Giftable
P002265,Beauty,Fragrance,43.42,64.04,VendorB,Winter
P002266,Home,Decor,186.78,260.25,VendorD,Giftable
P002267,Sports,Fitness,99.54,160.26,VendorE,Winter
P002268,Footwear,Sneakers,159.0,218.35,VendorA,Giftable
P002269,Sports,Cycling,21.02,35.26,VendorD,Giftable
P002270,Footwear,Slippers,75.41,102.19,VendorC,Giftable
P002271,Jewelry,Bracelet,114.37,211.26,VendorB,Evergreen
P002272,Jewelry,Bracelet,194.35,353.53,VendorB,Giftable
P002273,Electronics,Smart Home,158.23,296.88,VendorC,Evergreen
P002274,Apparel,Socks,99.27,174.01,VendorC,Evergreen
P002275,Apparel,Sweaters,110.52,205.91,VendorB,Evergreen
P002276,Home,Kitchen,16.62,25.42,VendorC,Winter
P002277,Grocery,Snacks,156.21,236.18,VendorE,Evergreen
P002278,Books,Fiction,22.5,43.96,VendorB,Evergreen
P002279,Beauty,Skincare,66.72,105.09,VendorA,Evergreen
P002280,Books,Children,164.61,308.39,VendorC,Giftable
P002281,Books,Non-Fiction,193.18,378.88,VendorE,Winter
P002282,Toys,Puzzles,179.27,293.7,VendorB,Giftable
P002283,Apparel,Socks,60.26,79.96,VendorD,Winter
P002284,Grocery,Snacks,56.88,99.79,VendorB,Winter
P002285,Sports,Cycling,28.39,42.73,VendorE,Evergreen
P002286,Books,Children,132.27,203.89,VendorE,Winter
P002287,Home,Decor,26.22,45.84,VendorA,Giftable
P002288,Toys,Action Figures,87.5,143.9,VendorE,Winter
P002289,Apparel,Socks,114.19,193.79,VendorD,Evergreen
P002290,Toys,Action Figures,70.46,94.91,VendorD,Giftable
P002291,Home,Kitchen,171.33,254.5,VendorA,Giftable
P002292,Books,Children,51.37,88.3,VendorA,Giftable
P002293,Footwear,Slippers,199.57,290.71,VendorD,Evergreen
P002294,Footwear,Sneakers,183.67,336.08,VendorC,Giftable
P002295,Books,Children,153.21,237.35,VendorE,Giftable
P002296,Toys,Action Figures,130.76,258.93,VendorC,Giftable
P002297,Toys,Board Games,13.73,18.53,VendorB,Giftable
P002298,Sports,Cycling,121.32,181.04,VendorD,Winter
P002299,Toys,Board Games,36.53,62.29,VendorE,Giftable
P002300,Beauty,Skincare,75.84,108.72,VendorD,Giftable
P002301,Toys,Action Figures,181.0,287.21,VendorA,Winter
P002302,Electronics,Headphones,99.02,189.53,VendorD,Evergreen
P002303,Grocery,Snacks,170.39,266.57,VendorD,Evergreen
P002304,Sports,Cycling,47.93,71.84,VendorE,Giftable
P002305,Sports,Outdoor,187.45,323.86,VendorB,Winter
P002306,Toys,Action Figures,111.55,215.06,VendorC,Giftable
P002307,Electronics,Gaming,114.96,221.58,VendorE,Evergreen
P002308,Home,Bedding,185.56,354.76,VendorC,Giftable
P002309,Grocery,Snacks,112.78,179.89,VendorC,Giftable
P002310,Footwear,Slippers,184.85,355.0,VendorA,Giftable
P002311,Toys,Board Games,15.21,22.89,VendorD,Giftable
P002312,Toys,Puzzles,195.43,255.04,VendorB,Giftable
P002313,Beauty,Skincare,145.0,209.9,VendorC,Evergreen
P002314,Footwear,Boots,110.87,166.81,VendorC,Evergreen
P002315,Toys,Action Figures,95.99,179.76,VendorC,Giftable
P002316,Sports,Fitness,183.58,253.8,VendorD,Evergreen
P002317,Jewelry,Bracelet,11.22,21.36,VendorE,Giftable
P002318,Grocery,Snacks,110.34,157.19,VendorA,Winter
P002319,Books,Non-Fiction,137.92,227.84,VendorB,Evergreen
P002320,Jewelry,Necklace,16.88,30.93,VendorD,Giftable
P002321,Toys,Action Figures,18.15,31.29,VendorD,Giftable
P002322,Apparel,Outerwear,6.77,13.19,VendorB,Evergreen
P002323,Jewelry,Necklace,194.64,287.28,VendorD,Giftable
P002324,Beauty,Fragrance,78.33,109.04,VendorD,Giftable
P002325,Footwear,Slippers,35.75,54.08,VendorA,Giftable
P002326,Apparel,Sweaters,194.17,346.47,VendorA,Evergreen
P002327,Home,Bedding,94.28,167.9,VendorD,Evergreen
P002328,Sports,Outdoor,48.06,82.48,VendorC,Giftable
P002329,Jewelry,Earrings,197.6,386.25,VendorA,Winter
P002330,Apparel,Outerwear,59.54,99.61,VendorE,Winter
P002331,Toys,Action Figures,198.23,393.48,VendorD,Winter
P002332,Sports,Cycling,63.55,95.68,VendorC,Giftable
P002333,Home,Bedding,171.89,298.08,VendorA,Winter
P002334,Jewelry,Bracelet,70.39,112.7,VendorC,Winter
P002335,Home,Kitchen,163.73,281.78,VendorB,Giftable
P002336,Grocery,Chocolate,185.37,293.22,VendorC,Winter
P002337,Beauty,Skincare,31.75,45.6,VendorD,Giftable
P002338,Jewelry,Bracelet,176.57,254.72,VendorC,Giftable
P002339,Beauty,Fragrance,30.08,43.3,VendorD,Giftable
P002340,Grocery,Chocolate,151.37,214.6,VendorB,Winter
P002341,Apparel,Outerwear,194.28,297.5,VendorD,Giftable
P002342,Electronics,Headphones,9.37,16.93,VendorA,Evergreen
P002343,Toys,Board Games,51.73,95.71,VendorA,Evergreen
P002344,Beauty,Skincare,26.77,46.01,VendorC,Winter
P002345,Electronics,Smart Home,25.71,43.9,VendorB,Giftable
P002346,Beauty,Cosmetics,86.22,151.42,VendorE,Winter
P002347,Sports,Cycling,13.59,21.82,VendorA,Giftable
P002348,Electronics,Smart Home,32.07,53.15,VendorB,Evergreen
P002349,Footwear,Sneakers,168.79,271.13,VendorA,Evergreen
P002350,Beauty,Cosmetics,127.53,220.81,VendorA,Giftable
P002351,Home,Kitchen,43.11,76.85,VendorD,Evergreen
P002352,Footwear,Boots,43.07,79.26,VendorB,Giftable
P002353,Toys,Action Figures,182.66,241.09,VendorC,Giftable
P002354,Grocery,Coffee,183.69,347.38,VendorD,Giftable
P002355,Beauty,Fragrance,17.63,33.95,VendorA,Giftable
P002356,Home,Kitchen,153.73,298.5,VendorB,Winter
P002357,Toys,Puzzles,116.15,215.99,VendorB,Evergreen
P002358,Footwear,Slippers,81.1,144.84,VendorC,Evergreen
P002359,Toys,Action Figures,122.06,208.94,VendorD,Evergreen
P002360,Home,Bedding,72.31,97.77,VendorD,Giftable
P002361,Beauty,Cosmetics,146.87,218.65,VendorB,Giftable
P002362,Footwear,Slippers,44.74,58.35,VendorE,Winter
P002363,Grocery,Coffee,149.67,226.67,VendorD,Giftable
P002364,Toys,Puzzles,32.34,51.11,VendorD,Evergreen
P002365,Toys,Board Games,115.29,225.08,VendorE,Giftable
P002366,Beauty,Fragrance,185.63,320.95,VendorD,Evergreen
P002367,Footwear,Slippers,167.47,320.03,VendorE,Winter
P002368,Apparel,Socks,50.55,88.15,VendorC,Giftable
P002369,Books,Children,20.66,31.93,VendorC,Giftable
P002370,Footwear,Boots,125.32,190.83,VendorB,Winter
P002371,Grocery,Coffee,31.72,58.88,VendorC,Giftable
P002372,Electronics,Gaming,161.94,275.9,VendorB,Giftable
P002373,Jewelry,Bracelet,94.18,181.7,VendorA,Evergreen
P002374,Electronics,Headphones,91.74,132.75,VendorD,Giftable
P002375,Jewelry,Earrings,80.54,137.16,VendorB,Evergreen
P002376,Sports,Outdoor,9.89,19.22,VendorC,Evergreen
P002377,Jewelry,Earrings,11.55,16.94,VendorB,Giftable
P002378,Toys,Puzzles,123.25,197.05,VendorB,Evergreen
P002379,Beauty,Skincare,146.11,190.08,VendorB,Evergreen
P002380,Home,Bedding,133.96,246.57,VendorD,Giftable
P002381,Toys,Puzzles,166.35,217.88,VendorA,Winter
P002382,Toys,Board Games,95.66,176.68,VendorC,Evergreen
P002383,Apparel,Sweaters,104.2,156.93,VendorA,Winter
P002384,Electronics,Gaming,146.02,196.8,VendorA,Giftable
P002385,Jewelry,Bracelet,73.49,114.84,VendorD,Evergreen
P002386,Books,Children,154.0,216.56,VendorD,Giftable
P002387,Sports,Fitness,138.96,220.04,VendorC,Winter
P002388,Beauty,Skincare,124.99,166.53,VendorD,Winter
P002389,Toys,Action Figures,72.02,134.52,VendorA,Evergreen
P002390,Apparel,Socks,103.16,158.81,VendorB,Giftable
P002391,Home,Bedding,32.14,42.78,VendorC,Giftable
P002392,Sports,Cycling,43.99,78.16,VendorB,Giftable
P002393,Footwear,Slippers,20.61,27.48,VendorB,Winter
P002394,Grocery,Chocolate,88.23,129.84,VendorC,Giftable
P002395,Toys,Puzzles,153.72,284.02,VendorD,Giftable
P002396,Grocery,Chocolate,28.54,42.41,VendorE,Evergreen
P002397,Electronics,Headphones,135.14,196.16,VendorA,Evergreen
P002398,Jewelry,Necklace,151.96,279.24,VendorE,Giftable
P002399,Beauty,Cosmetics,104.47,197.51,VendorB,Winter
P002400,Footwear,Boots,173.95,237.65,VendorA,Evergreen
P002401,Apparel,Outerwear,122.05,233.66,VendorE,Giftable
P002402,Electronics,Gaming,6.87,9.83,VendorE,Winter
P002403,Toys,Board Games,8.28,13.8,VendorC,Giftable
P002404,Toys,Action Figures,64.81,97.11,VendorC,Giftable
P002405,Apparel,Socks,48.97,84.91,VendorC,Winter
P002406,Jewelry,Bracelet,130.32,241.51,VendorA,Evergreen
P002407,Grocery,Chocolate,55.6,89.77,VendorC,Winter
P002408,Sports,Outdoor,5.1,10.03,VendorA,Giftable
P002409,Grocery,Chocolate,31.37,44.49,VendorA,Giftable
P002410,Toys,Action Figures,199.19,371.46,VendorB,Giftable
P002411,Beauty,Cosmetics,49.16,93.48,VendorD,Giftable
P002412,Toys,Board Games,107.41,199.19,VendorE,Winter
P002413,Home,Bedding,62.07,102.46,VendorE,Winter
P002414,Books,Children,10.98,15.81,VendorC,Giftable
P002415,Toys,Board Games,121.06,165.64,VendorA,Giftable
P002416,Books,Fiction,52.82,77.98,VendorC,Evergreen
P002417,Toys,Puzzles,53.06,95.15,VendorD,Giftable
P002418,Apparel,Sweaters,188.21,253.74,VendorD,Giftable
P002419,Apparel,Socks,126.47,223.71,VendorC,Winter
P002420,Home,Bedding,167.15,296.21,VendorB,Evergreen
P002421,Toys,Puzzles,33.05,61.59,VendorE,Winter
P002422,Grocery,Snacks,105.3,163.38,VendorD,Giftable
P002423,Electronics,Gaming,13.41,18.21,VendorB,Evergreen
P002424,Jewelry,Necklace,93.07,139.95,VendorC,Evergreen
