OrderID,OrderDateTime,CustomerID,ChannelID,StoreID,PromotionID,CouponCode,PaymentType
O023381,2025-11-03 19:15:00,C021186,WEB,,PR019,BF25,Card
O023382,2025-11-28 01:08:00,C007899,WEB,,PR001,,Card
O023383,2025-11-12 03:11:00,C013865,WEB,,PR040,SAVE10,BNPL
O023384,2025-11-03 18:21:00,C024916,WEB,,PR015,,Card
O023385,2025-11-17 19:55:00,C002582,STORE,S044,PR052,,Card
O023386,2025-11-07 01:09:00,C010464,WEB,,PR022,SAVE10,Card
O023387,2025-12-24 15:09:00,C019860,WEB,,PR007,,Card
O023388,2025-12-23 03:13:00,C003047,WEB,,PR060,HOLIDAY15,Card
O023389,2025-12-20 08:31:00,C007441,WEB,,PR040,HOLIDAY15,Card
O023390,2025-12-21 23:20:00,C021565,WEB,,PR036,HOLIDAY15,Cash
O023391,2025-12-24 05:37:00,C022540,STORE,S043,PR057,SAVE10,Card
O023392,2025-12-16 16:14:00,C010136,WEB,,PR036,,Card
O023393,2025-12-03 01:20:00,C008976,WEB,,PR043,CM20,Card
O023394,2025-11-25 22:44:00,C012054,WEB,,PR048,,Card
O023395,2025-11-12 12:39:00,C007562,WEB,,PR033,,Card
O023396,2025-11-23 10:36:00,C021391,STORE,S023,PR028,BF25,BNPL
O023397,2025-12-10 23:41:00,C023325,WEB,,PR036,HOLIDAY15,Card
O023398,2026-01-03 16:44:00,C022230,WEB,,PR051,,Cash
O023399,2025-11-16 03:36:00,C000342,WEB,,PR029,BF25,BNPL
O023400,2025-12-23 09:44:00,C017330,STORE,S035,PR020,SAVE10,Card
O023401,2025-12-17 02:27:00,C024836,WEB,,PR019,HOLIDAY15,Card
O023402,2025-12-20 18:35:00,C011376,WEB,,PR011,HOLIDAY15,Card
O023403,2025-11-14 00:07:00,C005783,STORE,S005,PR010,HOLIDAY15,BNPL
O023404,2025-12-24 14:34:00,C012282,STORE,S031,PR058,,Card
O023405,2025-12-24 02:47:00,C001730,STORE,S007,PR008,,Card
O023406,2025-12-18 22:57:00,C024787,MKT,,PR043,,Card
O023407,2025-11-28 11:38:00,C010087,WEB,,PR021,,PayPal
O023408,2025-12-22 15:09:00,C022020,MKT,,PR002,SAVE10,Card
O023409,2026-01-03 22:14:00,C024224,STORE,S011,PR056,BF25,BNPL
O023410,2025-11-22 16:31:00,C008080,WEB,,PR021,,Card
O023411,2025-11-06 04:13:00,C001758,WEB,,,,PayPal
O023412,2025-11-04 16:29:00,C015195,WEB,,PR021,,BNPL
O023413,2025-11-08 04:58:00,C013151,MKT,,PR036,,PayPal
O023414,2025-12-22 13:26:00,C024581,WEB,,PR034,SAVE10,Card
O023415,2025-11-09 19:18:00,C010836,WEB,,PR002,,PayPal
O023416,2025-12-01 14:14:00,C009308,WEB,,PR002,,Card
O023417,2025-12-14 12:43:00,C024619,WEB,,PR060,,Card
O023418,2025-12-06 18:44:00,C023561,STORE,S049,PR035,BF25,PayPal
O023419,2025-11-02 06:41:00,C020702,WEB,,PR055,,Card
O023420,2025-12-01 11:45:00,C011363,STORE,S005,PR032,,Card
O023421,2025-12-20 10:11:00,C020113,MKT,,PR045,HOLIDAY15,Card
O023422,2025-11-22 04:00:00,C017726,WEB,,PR056,BF25,Card
O023423,2025-12-20 21:10:00,C024411,WEB,,,HOLIDAY15,PayPal
O023424,2025-11-18 08:49:00,C017120,WEB,,PR021,,Card
O023425,2025-11-30 02:03:00,C002249,WEB,,PR021,HOLIDAY15,Card
O023426,2025-12-20 20:03:00,C001281,MKT,,PR056,HOLIDAY15,Card
O023427,2025-11-04 06:09:00,C008602,STORE,S023,PR054,,Card
O023428,2025-11-19 18:09:00,C020118,WEB,,PR056,SAVE10,Card
O023429,2025-12-20 16:17:00,C013350,STORE,S036,PR058,CM20,Card
O023430,2025-12-01 02:42:00,C016077,WEB,,PR058,CM20,Card
O023431,2025-12-07 09:25:00,C007213,STORE,S040,PR059,,Card
O023432,2025-11-14 19:00:00,C013560,WEB,,PR021,CM20,Card
O023433,2025-12-31 10:18:00,C018120,WEB,,PR036,,Cash
O023434,2025-11-27 20:05:00,C020324,WEB,,,CM20,PayPal
O023435,2025-12-01 10:17:00,C000418,MKT,,PR054,,Cash
O023436,2025-12-23 01:38:00,C010413,WEB,,PR054,BF25,Card
O023437,2025-12-01 09:03:00,C008361,WEB,,PR023,,Card
O023438,2025-11-09 23:13:00,C000550,WEB,,PR056,SAVE10,Card
O023439,2025-11-28 04:49:00,C001645,WEB,,PR048,,PayPal
O023440,2025-12-20 22:11:00,C018116,WEB,,PR058,,Card
O023441,2025-11-14 20:31:00,C014787,STORE,S044,PR046,,Card
O023442,2025-11-28 11:02:00,C016601,STORE,S048,PR044,,Card
O023443,2025-11-23 17:13:00,C001073,WEB,,PR023,,Card
O023444,2025-12-24 08:30:00,C002855,MKT,,PR018,SAVE10,PayPal
O023445,2025-12-02 13:10:00,C024632,WEB,,PR004,,BNPL
O023446,2025-11-24 09:28:00,C021605,MKT,,PR021,CM20,Card
O023447,2025-12-21 05:35:00,C003064,STORE,S026,PR001,CM20,BNPL
O023448,2025-11-17 11:33:00,C023365,STORE,S056,PR039,SAVE10,BNPL
O023449,2025-12-11 19:33:00,C008749,MKT,,PR027,BF25,Cash
O023450,2025-11-21 07:02:00,C020379,STORE,S024,PR022,,PayPal
O023451,2025-12-24 00:29:00,C009288,WEB,,PR024,,Card
O023452,2025-12-01 20:07:00,C019724,MKT,,PR035,HOLIDAY15,Card
O023453,2025-11-12 07:45:00,C024995,MKT,,PR007,,PayPal
O023454,2025-11-28 13:34:00,C010516,STORE,S031,PR040,,PayPal
O023455,2025-12-19 16:05:00,C014766,WEB,,PR040,BF25,Card
O023456,2025-11-22 05:47:00,C014936,WEB,,PR033,HOLIDAY15,Card
O023457,2025-12-27 05:36:00,C011620,MKT,,PR005,SAVE10,PayPal
O023458,2025-12-07 01:39:00,C009553,WEB,,PR059,HOLIDAY15,PayPal
O023459,2025-12-06 08:02:00,C005155,WEB,,PR029,,Card
O023460,2025-11-17 03:08:00,C022348,WEB,,PR051,,Card
O023461,2025-12-04 02:58:00,C001210,STORE,S022,,,Card
O023462,2025-11-28 02:18:00,C004002,WEB,,PR016,SAVE10,Card
O023463,2025-11-29 16:55:00,C016834,STORE,S031,PR018,,PayPal
O023464,2025-11-28 07:41:00,C001543,WEB,,PR016,BF25,Card
O023465,2025-11-06 11:10:00,C022951,MKT,,PR014,,Card
O023466,2025-11-08 11:52:00,C007870,WEB,,,CM20,Card
O023467,2025-11-04 07:26:00,C011868,STORE,S011,PR012,HOLIDAY15,Card
O023468,2025-12-22 18:10:00,C001528,WEB,,PR019,SAVE10,PayPal
O023469,2025-11-28 05:47:00,C008921,WEB,,PR036,,Card
O023470,2025-11-28 18:41:00,C018112,MKT,,PR017,HOLIDAY15,Card
O023471,2025-12-02 15:30:00,C010145,WEB,,PR008,CM20,Card
O023472,2025-12-01 15:03:00,C000415,MKT,,PR058,,Card
O023473,2025-12-22 15:49:00,C011624,MKT,,PR005,CM20,Card
O023474,2025-12-13 01:32:00,C015964,STORE,S029,PR026,SAVE10,PayPal
O023475,2025-11-29 12:31:00,C023742,WEB,,PR003,SAVE10,Card
O023476,2025-12-01 15:29:00,C017021,STORE,S040,PR046,,Cash
O023477,2025-11-05 02:46:00,C020018,WEB,,PR007,CM20,Card
O023478,2025-12-24 14:04:00,C008936,STORE,S033,,BF25,Card
O023479,2025-12-01 09:53:00,C020064,WEB,,PR009,,Card
O023480,2025-11-02 20:16:00,C010468,STORE,S033,PR030,,PayPal
O023481,2025-12-30 05:04:00,C010354,STORE,S055,PR056,HOLIDAY15,Card
O023482,2025-12-21 16:44:00,C007257,STORE,S019,PR002,CM20,BNPL
O023483,2025-11-10 23:50:00,C007747,WEB,,PR011,HOLIDAY15,BNPL
O023484,2025-11-15 20:48:00,C020942,WEB,,PR010,CM20,Card
O023485,2025-12-29 21:13:00,C003266,WEB,,PR018,HOLIDAY15,Card
O023486,2025-11-28 06:11:00,C011922,STORE,S042,PR006,BF25,Card
O023487,2025-11-21 16:36:00,C024325,WEB,,PR004,HOLIDAY15,Card
O023488,2025-11-25 05:24:00,C008199,STORE,S051,PR006,,Card
O023489,2025-11-08 02:35:00,C005046,WEB,,PR012,,Card
O023490,2025-12-01 13:18:00,C007979,STORE,S041,PR017,BF25,Card
O023491,2025-11-24 08:45:00,C024584,WEB,,PR044,HOLIDAY15,Card
O023492,2025-12-16 07:47:00,C005802,MKT,,PR029,SAVE10,BNPL
O023493,2025-12-17 17:57:00,C019522,STORE,S038,,SAVE10,Card
O023494,2025-11-29 19:12:00,C005177,MKT,,PR037,SAVE10,PayPal
O023495,2025-12-22 07:09:00,C014104,MKT,,PR025,BF25,Cash
O023496,2025-11-28 09:28:00,C006499,MKT,,PR018,SAVE10,Card
O023497,2025-12-31 19:58:00,C002007,WEB,,PR025,SAVE10,Card
O023498,2025-11-15 04:15:00,C004305,WEB,,PR054,SAVE10,Card
O023499,2025-12-29 02:37:00,C024061,STORE,S013,PR039,BF25,Card
O023500,2025-12-13 22:06:00,C007794,WEB,,PR019,,Card
O023501,2025-11-21 23:33:00,C012511,WEB,,PR010,BF25,Card
O023502,2026-01-02 05:36:00,C011723,WEB,,,BF25,Card
O023503,2025-11-14 07:31:00,C019455,MKT,,PR060,CM20,BNPL
O023504,2025-11-28 04:12:00,C002267,WEB,,PR015,,Card
O023505,2025-11-26 11:06:00,C000293,STORE,S018,PR010,SAVE10,Card
O023506,2025-11-05 11:52:00,C019101,WEB,,PR016,SAVE10,Card
O023507,2026-01-02 18:04:00,C003836,WEB,,PR023,BF25,BNPL
O023508,2025-12-22 08:28:00,C002077,WEB,,PR024,CM20,Cash
O023509,2025-11-22 03:11:00,C012082,WEB,,PR035,BF25,Card
O023510,2025-12-22 10:06:00,C010719,MKT,,PR051,HOLIDAY15,Card
O023511,2025-11-15 16:00:00,C023394,STORE,S010,PR006,BF25,Card
O023512,2025-11-04 05:24:00,C023673,WEB,,PR002,,Card
O023513,2025-12-23 18:07:00,C023317,WEB,,PR047,BF25,Card
O023514,2025-11-28 18:58:00,C008085,STORE,S037,PR029,HOLIDAY15,PayPal
O023515,2026-01-04 20:03:00,C004510,WEB,,PR016,,Card
O023516,2025-12-23 06:55:00,C020942,WEB,,PR046,,Card
O023517,2025-11-05 03:16:00,C008379,WEB,,PR059,,Cash
O023518,2025-12-20 07:18:00,C023363,WEB,,PR050,,Card
O023519,2025-11-28 08:53:00,C024803,WEB,,,,Card
O023520,2025-12-09 08:57:00,C023708,WEB,,PR049,,BNPL
O023521,2025-11-04 19:19:00,C013079,WEB,,PR008,,BNPL
O023522,2025-11-24 09:51:00,C002850,WEB,,PR048,BF25,PayPal
O023523,2025-11-28 21:31:00,C012221,WEB,,PR030,,Card
O023524,2025-11-16 05:54:00,C013987,WEB,,PR031,HOLIDAY15,Card
O023525,2025-12-24 03:40:00,C011481,WEB,,PR036,CM20,Card
O023526,2025-11-24 02:47:00,C019416,WEB,,PR030,,Card
O023527,2025-12-03 22:16:00,C016026,STORE,S031,PR056,,Card
O023528,2025-12-19 13:19:00,C018788,STORE,S002,PR025,,Card
O023529,2025-11-28 09:17:00,C020094,STORE,S008,PR010,BF25,PayPal
O023530,2025-12-01 04:28:00,C002051,MKT,,PR024,,Card
O023531,2026-01-02 19:46:00,C015495,MKT,,PR017,HOLIDAY15,Card
O023532,2025-11-09 07:20:00,C008893,WEB,,PR050,,Card
O023533,2025-11-05 21:54:00,C018668,WEB,,PR001,,Card
O023534,2025-12-29 18:04:00,C017594,WEB,,PR047,CM20,Card
O023535,2025-12-22 00:42:00,C010000,WEB,,PR029,,Card
O023536,2025-12-08 14:43:00,C002382,STORE,S027,PR005,SAVE10,Card
O023537,2026-01-04 05:02:00,C006855,WEB,,PR026,,Card
O023538,2025-12-20 04:28:00,C006892,STORE,S001,PR011,CM20,Card
O023539,2025-11-28 18:34:00,C024633,STORE,S053,PR051,CM20,Card
O023540,2025-12-26 11:52:00,C022248,STORE,S027,PR051,SAVE10,Card
O023541,2025-12-11 06:37:00,C014669,MKT,,PR051,,PayPal
O023542,2026-01-04 15:06:00,C019547,STORE,S005,PR014,BF25,Card
O023543,2025-12-19 17:59:00,C016734,WEB,,PR022,,BNPL
O023544,2025-12-22 11:11:00,C015829,WEB,,PR023,,Card
O023545,2025-12-20 07:19:00,C002925,WEB,,PR037,,Card
O023546,2025-11-16 07:59:00,C020461,WEB,,PR007,HOLIDAY15,PayPal
O023547,2025-12-26 22:05:00,C016583,WEB,,PR012,BF25,Card
O023548,2025-11-20 07:09:00,C013950,WEB,,PR037,,Card
O023549,2026-01-05 10:11:00,C004041,WEB,,PR038,HOLIDAY15,Card
O023550,2025-11-10 16:13:00,C013031,STORE,S002,PR003,SAVE10,Card
O023551,2025-12-15 10:20:00,C011382,WEB,,PR001,,Card
O023552,2025-12-31 10:59:00,C001373,WEB,,PR028,,Card
O023553,2025-12-14 21:01:00,C001491,WEB,,PR042,SAVE10,Card
O023554,2025-12-23 01:39:00,C021084,STORE,S009,,HOLIDAY15,PayPal
O023555,2025-11-10 03:29:00,C008705,WEB,,PR030,HOLIDAY15,Card
O023556,2025-11-28 00:35:00,C014636,WEB,,PR031,,Card
O023557,2025-12-17 20:27:00,C015451,WEB,,PR016,,Card
O023558,2025-12-15 15:11:00,C002532,WEB,,PR017,SAVE10,Card
O023559,2025-11-24 20:19:00,C023752,STORE,S051,PR030,HOLIDAY15,Card
O023560,2026-01-03 19:48:00,C020818,WEB,,PR037,,BNPL
O023561,2025-12-01 12:42:00,C024518,MKT,,PR041,HOLIDAY15,Card
O023562,2025-12-17 02:46:00,C014178,WEB,,PR045,HOLIDAY15,Card
O023563,2025-11-28 11:02:00,C019972,MKT,,PR030,,Card
O023564,2025-11-26 06:44:00,C006354,WEB,,PR037,,Card
O023565,2025-12-29 06:19:00,C024252,STORE,S034,PR012,,Card
O023566,2025-12-29 22:58:00,C005358,MKT,,PR015,,Card
O023567,2025-12-29 20:38:00,C018922,MKT,,,CM20,Card
O023568,2025-12-29 04:29:00,C003084,WEB,,PR052,SAVE10,Card
O023569,2025-12-23 15:11:00,C016517,STORE,S050,PR015,HOLIDAY15,PayPal
O023570,2025-11-28 13:01:00,C020337,WEB,,PR013,HOLIDAY15,PayPal
O023571,2025-12-01 07:44:00,C000661,WEB,,PR025,,BNPL
O023572,2025-12-23 18:39:00,C005862,WEB,,PR022,HOLIDAY15,Card
O023573,2025-12-02 20:24:00,C022605,STORE,S040,PR039,,BNPL
O023574,2025-12-31 13:55:00,C011154,STORE,S008,PR050,HOLIDAY15,PayPal
O023575,2025-12-26 13:25:00,C012113,WEB,,PR025,,Card
O023576,2025-11-17 00:57:00,C013849,WEB,,PR027,,Card
O023577,2025-11-29 18:30:00,C008088,WEB,,PR041,CM20,BNPL
O023578,2025-12-09 13:29:00,C007995,WEB,,PR010,,Card
O023579,2025-11-28 02:56:00,C003745,WEB,,PR007,,PayPal
O023580,2025-12-22 15:30:00,C011097,MKT,,PR033,CM20,Card
O023581,2025-11-28 00:21:00,C018790,STORE,S013,PR042,CM20,Card
O023582,2025-11-28 00:45:00,C004643,WEB,,,,Card
O023583,2025-11-04 05:30:00,C011954,WEB,,PR033,HOLIDAY15,Card
O023584,2025-11-04 00:47:00,C016090,WEB,,PR051,,PayPal
O023585,2025-11-12 19:59:00,C000567,WEB,,PR051,,Card
O023586,2025-12-22 07:30:00,C016210,STORE,S032,PR058,CM20,Card
O023587,2025-11-28 14:11:00,C021757,WEB,,PR039,,Card
O023588,2025-12-20 16:39:00,C004708,WEB,,PR054,,Card
O023589,2025-11-02 14:06:00,C008002,MKT,,,,BNPL
O023590,2025-12-27 23:44:00,C012423,WEB,,PR058,,PayPal
O023591,2025-12-01 03:52:00,C023802,STORE,S047,PR055,SAVE10,Cash
O023592,2025-12-19 15:11:00,C003825,STORE,S014,PR017,,Card
O023593,2025-11-30 06:28:00,C015258,STORE,S032,PR047,BF25,BNPL
O023594,2025-11-14 12:38:00,C014454,MKT,,PR017,BF25,Card
O023595,2025-12-01 16:36:00,C014530,WEB,,PR036,,PayPal
O023596,2025-12-23 03:16:00,C000400,STORE,S006,PR060,,Card
O023597,2025-11-16 23:50:00,C023535,WEB,,PR020,CM20,Card
O023598,2025-11-07 14:19:00,C019969,MKT,,PR008,SAVE10,PayPal
O023599,2025-12-26 08:12:00,C020368,WEB,,PR004,HOLIDAY15,PayPal
O023600,2025-11-14 23:57:00,C001046,WEB,,PR012,BF25,Card
O023601,2025-12-30 16:57:00,C010347,STORE,S025,,HOLIDAY15,Card
O023602,2025-12-24 02:36:00,C017518,WEB,,PR009,SAVE10,Card
O023603,2025-12-17 12:37:00,C000260,STORE,S039,PR014,,Card
O023604,2026-01-02 15:59:00,C024840,STORE,S031,PR018,,Card
O023605,2025-12-16 00:47:00,C015210,STORE,S040,PR019,HOLIDAY15,Card
O023606,2025-11-28 15:33:00,C015299,WEB,,PR055,,BNPL
O023607,2025-11-22 16:39:00,C013954,STORE,S044,PR052,,PayPal
O023608,2025-11-30 03:47:00,C018117,WEB,,PR045,HOLIDAY15,Card
O023609,2025-12-08 11:31:00,C005037,WEB,,PR020,,Card
O023610,2025-11-29 21:13:00,C004132,WEB,,PR059,,Card
O023611,2025-11-07 07:33:00,C017765,WEB,,PR049,,Card
O023612,2025-12-06 18:37:00,C017049,WEB,,PR042,CM20,Card
O023613,2025-12-01 05:34:00,C024324,STORE,S022,PR047,,Card
O023614,2025-12-22 04:51:00,C010777,WEB,,PR026,SAVE10,PayPal
O023615,2025-12-24 20:49:00,C016354,WEB,,PR002,,Card
O023616,2025-12-06 16:07:00,C011954,WEB,,PR051,,Card
O023617,2025-11-28 16:39:00,C018661,STORE,S041,PR020,SAVE10,Card
O023618,2025-11-24 04:44:00,C016286,WEB,,PR052,HOLIDAY15,Cash
O023619,2025-11-11 02:45:00,C001888,STORE,S008,PR017,,Card
O023620,2025-11-26 20:07:00,C004332,WEB,,PR023,,Card
O023621,2025-11-13 20:48:00,C002971,WEB,,PR058,,Cash
O023622,2025-12-19 14:49:00,C008269,STORE,S009,PR029,SAVE10,PayPal
O023623,2025-12-27 09:31:00,C015842,WEB,,PR035,,Card
O023624,2025-12-15 14:19:00,C018926,WEB,,PR029,HOLIDAY15,PayPal
O023625,2025-12-29 05:53:00,C008177,WEB,,PR008,CM20,Card
O023626,2025-11-25 19:14:00,C024793,WEB,,PR007,BF25,Card
O023627,2025-12-21 13:55:00,C000472,MKT,,PR029,HOLIDAY15,Card
O023628,2025-11-21 02:43:00,C004418,WEB,,PR026,BF25,PayPal
O023629,2025-12-23 01:25:00,C008918,MKT,,PR026,,PayPal
O023630,2025-12-22 23:59:00,C001324,STORE,S005,,,Card
O023631,2025-11-25 17:11:00,C007513,STORE,S020,PR027,,Card
O023632,2025-12-23 02:15:00,C024625,STORE,S016,PR025,BF25,Card
O023633,2026-01-02 10:44:00,C020444,WEB,,PR014,,Card
O023634,2025-12-31 08:15:00,C010212,STORE,S060,PR029,,Card
O023635,2025-11-20 21:21:00,C016554,MKT,,PR027,CM20,Card
O023636,2025-11-28 00:36:00,C003682,STORE,S030,PR030,HOLIDAY15,PayPal
O023637,2025-11-27 14:34:00,C015827,WEB,,PR003,BF25,Card
O023638,2025-11-17 02:47:00,C013649,WEB,,PR060,,Card
O023639,2025-12-01 16:51:00,C023748,STORE,S043,PR043,HOLIDAY15,Card
O023640,2025-11-28 11:53:00,C006102,MKT,,PR047,BF25,Card
O023641,2025-11-24 19:53:00,C010448,STORE,S049,PR050,CM20,PayPal
O023642,2025-11-04 02:40:00,C011068,STORE,S025,PR055,CM20,PayPal
O023643,2025-11-04 21:06:00,C018067,WEB,,PR017,,Card
O023644,2025-12-17 01:32:00,C013785,WEB,,PR007,SAVE10,Card
O023645,2025-11-21 08:51:00,C002295,STORE,S035,PR012,SAVE10,Card
O023646,2025-12-01 01:11:00,C008325,WEB,,PR042,,Cash
O023647,2026-01-01 09:31:00,C024195,STORE,S059,PR010,CM20,Card
O023648,2025-12-13 05:41:00,C006545,STORE,S038,PR011,,BNPL
O023649,2025-12-21 11:30:00,C010212,MKT,,PR007,,Card
O023650,2025-12-22 07:13:00,C002793,STORE,S060,PR026,,Card
O023651,2025-11-28 17:38:00,C000978,STORE,S012,PR013,,Card
O023652,2025-11-13 00:24:00,C014768,MKT,,,HOLIDAY15,Card
O023653,2025-11-25 18:11:00,C003735,WEB,,PR021,,PayPal
O023654,2025-11-08 17:37:00,C023676,STORE,S010,PR021,,PayPal
O023655,2025-11-21 01:55:00,C002853,WEB,,PR021,CM20,Card
O023656,2025-12-20 14:09:00,C003726,WEB,,PR002,CM20,BNPL
O023657,2025-11-23 13:28:00,C019634,STORE,S013,PR053,BF25,Card
O023658,2025-12-10 04:23:00,C018977,WEB,,PR057,,BNPL
O023659,2025-12-23 20:27:00,C021946,WEB,,PR017,BF25,Card
O023660,2025-11-02 10:33:00,C009092,STORE,S034,PR053,SAVE10,Card
O023661,2025-12-01 02:16:00,C017174,WEB,,PR025,SAVE10,BNPL
O023662,2025-11-11 22:13:00,C001173,MKT,,PR028,HOLIDAY15,Cash
O023663,2025-11-08 09:39:00,C000592,MKT,,PR030,SAVE10,PayPal
O023664,2025-12-02 09:23:00,C014434,WEB,,PR006,,PayPal
O023665,2025-11-12 01:11:00,C007827,WEB,,PR050,,Card
O023666,2025-12-09 04:18:00,C022082,WEB,,PR016,,Card
O023667,2025-11-06 15:49:00,C012123,STORE,S037,PR038,,Cash
O023668,2025-11-10 06:01:00,C004694,WEB,,PR028,,PayPal
O023669,2025-12-23 14:53:00,C016789,STORE,S058,PR026,,Card
O023670,2025-12-15 14:00:00,C015470,WEB,,PR014,SAVE10,Card
O023671,2025-12-01 14:32:00,C016087,STORE,S048,PR046,CM20,PayPal
O023672,2025-11-19 20:08:00,C018680,WEB,,PR030,BF25,Card
O023673,2025-11-28 20:01:00,C016961,WEB,,PR059,,BNPL
O023674,2026-01-05 07:59:00,C003286,STORE,S044,PR025,,Cash
O023675,2025-12-01 16:01:00,C010166,MKT,,PR021,CM20,Card
O023676,2025-12-24 23:55:00,C001953,WEB,,PR054,CM20,Card
O023677,2025-12-09 10:03:00,C008051,WEB,,PR037,,Card
O023678,2025-11-19 00:36:00,C012013,WEB,,PR032,,Card
O023679,2025-12-23 08:29:00,C018961,STORE,S038,PR022,HOLIDAY15,Card
O023680,2025-12-28 07:20:00,C019770,WEB,,PR010,CM20,PayPal
O023681,2025-12-10 12:51:00,C008430,WEB,,PR055,,Card
O023682,2025-11-28 09:24:00,C021793,WEB,,PR005,BF25,Card
O023683,2026-01-05 20:39:00,C003248,WEB,,PR045,HOLIDAY15,Cash
O023684,2026-01-02 08:47:00,C007322,WEB,,PR011,BF25,PayPal
O023685,2025-11-28 12:43:00,C015997,WEB,,PR006,,Card
O023686,2025-12-01 02:23:00,C023425,WEB,,PR053,,BNPL
O023687,2025-12-20 08:51:00,C016911,MKT,,PR028,CM20,Card
O023688,2025-11-06 03:46:00,C003554,STORE,S008,PR019,BF25,Card
O023689,2025-11-24 19:31:00,C022518,WEB,,PR013,,Card
O023690,2025-11-28 09:05:00,C017069,WEB,,PR022,,PayPal
O023691,2025-11-07 13:05:00,C005142,WEB,,PR038,HOLIDAY15,Cash
O023692,2025-11-25 00:12:00,C009640,WEB,,PR028,,BNPL
O023693,2025-12-25 18:26:00,C014791,WEB,,PR059,SAVE10,Card
O023694,2025-11-10 17:17:00,C014773,STORE,S056,PR039,,Card
O023695,2025-12-01 11:10:00,C014431,MKT,,PR051,CM20,Card
O023696,2025-12-03 19:40:00,C007264,WEB,,PR038,CM20,Card
O023697,2025-12-20 21:41:00,C005197,STORE,S057,PR049,CM20,Card
O023698,2025-12-23 19:24:00,C008842,MKT,,,HOLIDAY15,PayPal
O023699,2026-01-03 15:12:00,C022326,WEB,,PR036,,Card
O023700,2025-11-28 17:24:00,C018372,STORE,S005,PR037,HOLIDAY15,Card
O023701,2025-12-11 23:25:00,C014512,WEB,,PR016,CM20,PayPal
O023702,2025-11-03 15:15:00,C003722,WEB,,PR008,SAVE10,Card
O023703,2025-11-17 08:17:00,C004228,WEB,,PR023,,PayPal
O023704,2025-12-05 19:11:00,C013197,WEB,,PR042,CM20,Card
O023705,2025-12-20 02:11:00,C011460,MKT,,PR013,,BNPL
O023706,2025-12-02 02:25:00,C021670,WEB,,PR021,,Card
O023707,2025-11-12 09:51:00,C005272,WEB,,PR020,,Card
O023708,2025-11-06 12:53:00,C024394,WEB,,PR044,,Card
O023709,2025-12-24 14:09:00,C014161,MKT,,PR055,SAVE10,Card
O023710,2025-12-14 08:44:00,C022237,WEB,,PR033,,Card
O023711,2025-11-28 17:49:00,C004320,WEB,,PR044,CM20,Card
O023712,2025-11-11 06:07:00,C016979,WEB,,PR050,,Card
O023713,2025-12-01 19:05:00,C003396,STORE,S017,PR042,SAVE10,PayPal
O023714,2025-12-23 03:41:00,C011243,WEB,,PR004,HOLIDAY15,PayPal
O023715,2025-12-01 15:20:00,C015937,WEB,,PR042,SAVE10,Card
O023716,2025-12-19 16:04:00,C020781,MKT,,PR001,CM20,Card
O023717,2025-12-18 20:48:00,C003612,STORE,S055,PR032,,BNPL
O023718,2025-11-23 11:36:00,C008441,WEB,,PR018,BF25,PayPal
O023719,2025-11-07 03:17:00,C010182,STORE,S057,PR009,,Card
O023720,2025-12-20 12:15:00,C021563,WEB,,PR001,SAVE10,PayPal
O023721,2025-11-24 20:02:00,C003513,STORE,S052,PR012,SAVE10,BNPL
O023722,2025-12-24 23:22:00,C013873,STORE,S025,PR051,CM20,Card
O023723,2025-12-01 16:02:00,C006090,WEB,,PR039,CM20,Card
O023724,2025-12-04 10:18:00,C005800,MKT,,PR002,,Card
O023725,2025-12-22 14:56:00,C017807,STORE,S054,PR013,CM20,Card
O023726,2025-11-28 02:08:00,C014288,STORE,S046,PR015,,PayPal
O023727,2025-12-23 19:30:00,C016670,WEB,,PR003,SAVE10,Card
O023728,2025-12-30 08:02:00,C021343,WEB,,PR007,HOLIDAY15,BNPL
O023729,2025-11-24 02:23:00,C005089,WEB,,PR005,HOLIDAY15,Card
O023730,2025-12-24 04:54:00,C024820,WEB,,PR041,CM20,Card
O023731,2025-12-14 23:02:00,C016341,MKT,,PR046,HOLIDAY15,Card
O023732,2025-11-23 04:37:00,C000022,WEB,,PR059,,Card
O023733,2025-12-02 00:55:00,C021781,MKT,,PR035,CM20,Card
O023734,2025-11-26 22:04:00,C005921,STORE,S051,PR045,CM20,Card
O023735,2025-12-20 09:02:00,C008507,WEB,,PR057,BF25,Card
O023736,2026-01-04 16:01:00,C022092,WEB,,PR023,,Card
O023737,2025-11-24 01:24:00,C019503,MKT,,PR028,HOLIDAY15,Card
O023738,2025-11-08 22:04:00,C013883,STORE,S015,PR037,,Card
O023739,2025-12-01 10:14:00,C020883,WEB,,,,Card
O023740,2026-01-04 15:20:00,C023748,STORE,S048,PR048,CM20,Card
O023741,2025-12-29 12:26:00,C014521,WEB,,PR054,CM20,Card
O023742,2025-11-08 05:43:00,C014533,WEB,,PR025,,BNPL
O023743,2025-12-01 11:33:00,C016503,WEB,,,,Cash
O023744,2025-12-23 15:08:00,C024932,WEB,,PR041,CM20,Card
O023745,2025-12-01 13:38:00,C003608,WEB,,PR009,HOLIDAY15,Card
O023746,2025-12-23 08:44:00,C008824,MKT,,PR035,HOLIDAY15,Card
O023747,2025-11-20 18:13:00,C000211,MKT,,PR011,SAVE10,Card
O023748,2025-12-20 11:13:00,C024846,WEB,,,,Card
O023749,2025-12-01 04:34:00,C007278,MKT,,PR054,HOLIDAY15,Card
